timestamp,electricity,airTemperature,dewTemperature,precipDepth1HR,seaLvlPressure,windDirection,windSpeed,hour,day_of_week,month,is_weekend,HDD,CDD,airTemperature_rolling_24h_mean,airTemperature_rolling_24h_std,electricity_rolling_24h_mean,electricity_rolling_24h_std,electricity_lag_1h,electricity_lag_2h,electricity_lag_3h,electricity_lag_24h
2016-01-02 14:00:00,9.01,20.6,-0.6,0.0,1017.8,100.0,4.1,14,5,1,1,0.0,2.6000000000000014,13.612499999999999,3.590120804555791,10.725416666666668,0.8533105819544048,9.58,9.48,10.24,9.89
2016-01-02 15:00:00,9.03,20.6,-1.1,0.0,1017.1,100.0,3.1,15,5,1,1,0.0,2.6000000000000014,13.729166666666666,3.7729563044597123,10.709166666666667,0.8824664874369328,9.01,9.58,9.48,9.42
2016-01-02 16:00:00,9.08,20.6,-1.7,0.0,1016.6,110.0,2.1,16,5,1,1,0.0,2.6000000000000014,13.799999999999999,3.8884444190447125,10.683749999999998,0.9210382256147033,9.03,9.01,9.58,9.69
2016-01-02 17:00:00,8.79,20.0,-1.1,0.0,1016.4,70.0,2.6,17,5,1,1,0.0,2.0,13.870833333333332,3.9881868133239426,10.629583333333333,0.9928986075765942,9.08,9.03,9.01,10.09
2016-01-02 18:00:00,9.45,18.9,-1.1,0.0,1016.4,60.0,3.1,18,5,1,1,0.0,0.8999999999999986,13.941666666666668,4.064257423662664,10.582916666666666,1.0217226679216485,8.79,9.08,9.03,10.57
2016-01-02 19:00:00,9.71,16.7,-0.6,0.0,1016.8,80.0,3.6,19,5,1,1,1.3000000000000007,0.0,14.0375,4.102471418441621,10.53875,1.036093467749434,9.45,8.79,9.08,10.77
2016-01-02 20:00:00,10.3,15.6,-0.6,0.0,1017.5,90.0,2.6,20,5,1,1,2.4000000000000004,0.0,14.179166666666667,4.094957574411712,10.53,1.0372329410084542,9.71,9.45,8.79,10.51
2016-01-02 21:00:00,9.8,15.0,-0.6,0.0,1018.2,100.0,2.1,21,5,1,1,3.0,0.0,14.316666666666668,4.0633747664661195,10.479583333333332,1.0422821080463904,10.3,9.71,9.45,11.01
2016-01-02 22:00:00,10.25,13.9,0.0,0.0,1018.5,110.0,3.1,22,5,1,1,4.1,0.0,14.408333333333333,4.026425393481832,10.450416666666667,1.0383326063691152,9.8,10.3,9.71,10.95
2016-01-02 23:00:00,10.41,13.3,0.6,0.0,1018.7,100.0,2.6,23,5,1,1,4.699999999999999,0.0,14.5,3.972514262430955,10.4375,1.0367602129376106,10.25,9.8,10.3,10.72
2016-01-03 00:00:00,10.31,12.2,0.6,0.0,1018.4,100.0,3.1,0,6,1,1,5.800000000000001,0.0,14.566666666666668,3.917260207878952,10.404583333333333,1.027309610697714,10.41,10.25,9.8,11.1
2016-01-03 01:00:00,10.66,11.7,0.6,0.0,1018.5,130.0,2.1,1,6,1,1,6.300000000000001,0.0,14.591666666666667,3.896031053651197,10.375,1.0083477660962559,10.31,10.41,10.25,11.37
2016-01-03 02:00:00,10.39,12.2,0.6,0.0,1018.1,80.0,4.1,2,6,1,1,5.800000000000001,0.0,14.683333333333332,3.808191019444754,10.33375,0.9854366169810018,10.66,10.31,10.41,11.38
2016-01-03 03:00:00,10.41,11.7,0.0,0.0,1018.2,90.0,2.6,3,6,1,1,6.300000000000001,0.0,14.729166666666666,3.7632639818515807,10.28375,0.9475818766964066,10.39,10.66,10.31,11.61
2016-01-03 04:00:00,10.3,12.2,0.0,0.0,1018.2,100.0,2.6,4,6,1,1,5.800000000000001,0.0,14.775,3.723631934363097,10.231666666666667,0.9085041057391725,10.41,10.39,10.66,11.55
2016-01-03 05:00:00,10.49,12.2,0.0,0.0,1017.5,100.0,3.1,5,6,1,1,5.800000000000001,0.0,14.866666666666667,3.6267924104373224,10.185833333333333,0.8636369842588473,10.3,10.41,10.39,11.59
2016-01-03 06:00:00,10.37,12.2,0.0,0.0,1017.3,90.0,4.6,6,6,1,1,5.800000000000001,0.0,14.958333333333334,3.5248085568323853,10.125,0.7911686457936533,10.49,10.3,10.41,11.83
2016-01-03 07:00:00,10.29,11.7,0.0,0.0,1018.1,90.0,3.6,7,6,1,1,6.300000000000001,0.0,15.054166666666665,3.3960308247009188,10.049166666666666,0.6706837307305685,10.37,10.49,10.3,12.11
2016-01-03 08:00:00,9.94,11.7,0.0,0.0,1018.6,90.0,4.1,8,6,1,1,6.300000000000001,0.0,15.1,3.3402681485694807,9.978333333333333,0.5788494335029394,10.29,10.37,10.49,11.64
2016-01-03 09:00:00,9.72,13.3,0.6,0.0,1019.1,90.0,5.1,9,6,1,1,4.699999999999999,0.0,15.145833333333334,3.306118066050671,9.931666666666667,0.5508307296743987,9.94,10.29,10.37,10.84
2016-01-03 10:00:00,9.75,15.6,0.0,0.0,1019.5,80.0,7.2,10,6,1,1,2.4000000000000004,0.0,15.195833333333333,3.303421041845878,9.906666666666668,0.544599307562091,9.72,9.94,10.29,10.35
2016-01-03 11:00:00,8.56,17.8,0.0,0.0,1018.8,90.0,7.2,11,6,1,1,0.1999999999999993,0.0,15.266666666666667,3.3416562759605646,9.836666666666668,0.6045599669372728,9.75,9.72,9.94,10.24
2016-01-03 12:00:00,8.48,18.9,0.6,0.0,1017.8,90.0,4.6,12,6,1,1,0.0,0.8999999999999986,15.3125,3.3851738764667623,9.795,0.6619470621156093,8.56,9.75,9.72,9.48
2016-01-03 13:00:00,8.48,19.4,0.0,0.0,1016.4,60.0,3.6,13,6,1,1,0.0,1.3999999999999986,15.333333333333334,3.409662314870673,9.749166666666666,0.7135515378033025,8.48,8.56,9.75,9.58
2016-01-03 14:00:00,7.94,21.1,0.0,0.0,1014.6,90.0,4.6,14,6,1,1,0.0,3.1000000000000014,15.354166666666666,3.4445898558989985,9.704583333333334,0.7909706704102777,8.48,8.48,8.56,9.01
2016-01-03 15:00:00,8.19,21.1,0.0,0.0,1013.7,80.0,5.7,15,6,1,1,0.0,3.1000000000000014,15.375,3.4790365982803166,9.669583333333334,0.839230906540484,7.94,8.48,8.48,9.03
2016-01-03 16:00:00,8.13,21.1,-0.6,0.0,1013.2,80.0,4.1,16,6,1,1,0.0,3.1000000000000014,15.395833333333334,3.513016685397896,9.63,0.8891666836450617,8.19,7.94,8.48,9.08
2016-01-03 17:00:00,8.08,20.6,-1.1,0.0,1012.8,70.0,5.7,17,6,1,1,0.0,2.6000000000000014,15.420833333333334,3.549155339399555,9.600416666666666,0.9292375517251987,8.13,8.19,7.94,8.79
2016-01-03 18:00:00,9.59,19.4,-2.2,0.0,1012.7,70.0,4.6,18,6,1,1,0.0,1.3999999999999986,15.441666666666665,3.571860636390656,9.606250000000001,0.9286915175571585,8.08,8.13,8.19,9.45
2016-01-03 19:00:00,9.19,18.3,-2.2,0.0,1012.1,80.0,4.6,19,6,1,1,0.0,0.3000000000000007,15.508333333333333,3.611083983547301,9.584583333333333,0.9322249176574604,9.59,8.08,8.13,9.71
2016-01-03 20:00:00,9.69,18.3,-2.8,0.0,1011.8,80.0,5.1,20,6,1,1,0.0,0.3000000000000007,15.620833333333332,3.6558445365417658,9.559166666666666,0.9201082954534909,9.19,9.59,8.08,10.3
2016-01-03 21:00:00,9.4,17.2,-2.2,0.0,1011.7,80.0,2.6,21,6,1,1,0.8000000000000007,0.0,15.712499999999999,3.6671648212327352,9.5425,0.9191785084709023,9.69,9.19,9.59,9.8
2016-01-03 22:00:00,9.7,17.2,-1.7,0.0,1011.5,70.0,2.1,22,6,1,1,0.8000000000000007,0.0,15.85,3.658105948497766,9.519583333333333,0.9075551446494701,9.4,9.69,9.19,10.25
2016-01-03 23:00:00,9.34,16.7,-1.7,0.0,1011.5,90.0,3.1,23,6,1,1,1.3000000000000007,0.0,15.991666666666667,3.6207033506796917,9.475,0.8879825693549799,9.7,9.4,9.69,10.41
2016-01-04 00:00:00,9.68,16.7,-1.7,0.0,1011.2,110.0,1.5,0,0,1,0,1.3000000000000007,0.0,16.179166666666667,3.5312245894943066,9.44875,0.8713822727238616,9.34,9.7,9.4,10.31
2016-01-04 01:00:00,9.28,15.6,-1.1,0.0,1010.7,110.0,2.6,1,0,1,0,2.4000000000000004,0.0,16.341666666666665,3.403568034037045,9.39125,0.8326506261436443,9.68,9.34,9.7,10.66
2016-01-04 02:00:00,10.05,16.1,-0.6,0.0,1009.6,90.0,4.6,2,0,1,0,1.8999999999999986,0.0,16.504166666666666,3.2883826031846555,9.377083333333333,0.817676874452558,9.28,9.68,9.34,10.39
2016-01-04 03:00:00,9.95,15.0,-0.6,0.0,1010.1,110.0,2.1,3,0,1,0,3.0,0.0,16.641666666666666,3.1446181307760965,9.357916666666666,0.797555935978477,10.05,9.28,9.68,10.41
2016-01-04 04:00:00,9.5,15.6,-0.6,0.0,1009.4,120.0,2.6,4,0,1,0,2.4000000000000004,0.0,16.783333333333335,3.0095018606532404,9.324583333333333,0.7728039245482088,9.95,10.05,9.28,10.3
2016-01-04 05:00:00,9.83,15.6,2.2,3.0,1009.2,0.0,0.0,5,0,1,0,2.4000000000000004,0.0,16.925,2.860715933498792,9.297083333333335,0.740601865504279,9.5,9.95,10.05,10.49
2016-01-04 06:00:00,10.17,13.9,4.4,0.0,1009.4,270.0,1.5,6,0,1,0,4.1,0.0,16.995833333333334,2.7578314049214403,9.28875,0.7290393470624407,9.83,9.5,9.95,10.37
2016-01-04 07:00:00,10.46,14.4,3.3,0.0,1009.8,0.0,0.0,7,0,1,0,3.5999999999999996,0.0,17.108333333333334,2.581862601447562,9.295833333333333,0.7399348776672298,10.17,9.83,9.5,10.29
2016-01-04 08:00:00,9.99,13.9,2.8,0.0,1010.0,80.0,4.6,8,0,1,0,4.1,0.0,17.2,2.415169451251986,9.297916666666666,0.74189521800101,10.46,10.17,9.83,9.94
2016-01-04 09:00:00,10.2,13.9,3.9,0.0,1010.7,100.0,2.6,9,0,1,0,4.1,0.0,17.225,2.375829374637677,9.317916666666667,0.760017043096478,9.99,10.46,10.17,9.72
2016-01-04 10:00:00,11.38,15.0,3.3,0.0,1011.5,120.0,3.6,10,0,1,0,3.0,0.0,17.2,2.39673691215513,9.385833333333332,0.8657789489273856,10.2,9.99,10.46,9.75
2016-01-04 11:00:00,11.41,16.1,3.9,0.0,1011.9,140.0,7.2,11,0,1,0,1.8999999999999986,0.0,17.129166666666666,2.4033453435949776,9.504583333333333,0.939865758993031,11.38,10.2,9.99,8.56
2016-01-04 12:00:00,11.4,13.3,7.8,8.0,1012.5,140.0,7.7,12,0,1,0,4.699999999999999,0.0,16.895833333333332,2.4940763153252985,9.62625,0.9891709857908507,11.41,11.38,10.2,8.48
2016-01-04 13:00:00,11.47,12.2,9.4,18.0,1011.0,90.0,5.7,13,0,1,0,5.800000000000001,0.0,16.595833333333335,2.6100939790954074,9.750833333333334,1.0261278701005585,11.4,11.41,11.38,8.48
2016-01-04 14:00:00,11.44,13.3,9.4,0.0,1010.3,120.0,6.7,14,0,1,0,4.699999999999999,0.0,16.270833333333332,2.508503653517391,9.896666666666667,1.0060973531711412,11.47,11.4,11.41,7.94
2016-01-04 15:00:00,11.47,13.9,8.9,-1.0,1009.9,110.0,6.7,15,0,1,0,4.1,0.0,15.970833333333333,2.330045561537485,10.033333333333333,0.9867763354640642,11.44,11.47,11.4,8.19
2016-01-04 16:00:00,11.48,14.4,8.3,0.0,1009.9,90.0,4.6,16,0,1,0,3.5999999999999996,0.0,15.691666666666668,2.076350616841464,10.172916666666666,0.9417443535993372,11.47,11.44,11.47,8.13
2016-01-04 17:00:00,12.14,14.4,7.8,0.0,1010.0,110.0,3.1,17,0,1,0,3.5999999999999996,0.0,15.433333333333332,1.807392228230116,10.342083333333333,0.9136785619093584,11.48,11.47,11.44,8.08
2016-01-04 18:00:00,12.91,14.4,8.3,-1.0,1010.3,90.0,2.6,18,0,1,0,3.5999999999999996,0.0,15.225000000000001,1.6073878350211166,10.480416666666667,1.0377629752277835,12.14,11.48,11.47,9.59
2016-01-04 19:00:00,12.75,13.9,9.4,8.0,1011.1,350.0,2.6,19,0,1,0,4.1,0.0,15.041666666666666,1.4878980407642541,10.62875,1.097975657051766,12.91,12.14,11.48,9.19
2016-01-04 20:00:00,12.76,12.2,10.6,13.0,1011.8,350.0,4.1,20,0,1,0,5.800000000000001,0.0,14.7875,1.42685805637542,10.756666666666668,1.1608829722940697,12.75,12.91,12.14,9.69
2016-01-04 21:00:00,12.91,11.7,10.6,20.0,1011.9,90.0,3.6,21,0,1,0,6.300000000000001,0.0,14.558333333333335,1.4637404933539362,10.902916666666668,1.202875103447048,12.76,12.75,12.91,9.4
2016-01-04 22:00:00,15.41,11.7,10.0,-1.0,1012.4,100.0,3.6,22,0,1,0,6.300000000000001,0.0,14.329166666666667,1.4627190781039414,11.140833333333333,1.4859806209359163,12.91,12.76,12.75,9.7
2016-01-04 23:00:00,11.14,11.7,10.0,0.0,1012.9,110.0,2.6,23,0,1,0,6.300000000000001,0.0,14.120833333333332,1.4664299051324061,11.215833333333334,1.4357119629576467,15.41,12.91,12.76,9.34
2016-01-05 00:00:00,10.28,11.7,10.0,-1.0,1013.0,110.0,4.6,0,1,1,0,6.300000000000001,0.0,13.9125,1.4389949693237654,11.240833333333333,1.4128476229930425,11.14,15.41,12.91,9.68
2016-01-05 01:00:00,10.8,11.7,9.4,0.0,1013.0,120.0,3.1,1,1,1,0,6.300000000000001,0.0,13.75,1.460196532335101,11.304166666666667,1.3539697404192617,10.28,11.14,15.41,9.28
2016-01-05 02:00:00,10.7,11.7,10.0,0.0,1013.0,110.0,1.5,2,1,1,0,6.300000000000001,0.0,13.566666666666668,1.428184212532653,11.331249999999999,1.3341478716687476,10.8,10.28,11.14,10.05
2016-01-05 03:00:00,10.78,11.7,9.4,0.0,1013.2,130.0,4.6,3,1,1,0,6.300000000000001,0.0,13.429166666666667,1.4429677048019571,11.365833333333335,1.3072736870118709,10.7,10.8,10.28,9.95
2016-01-05 04:00:00,10.64,11.1,9.4,0.0,1013.2,100.0,3.6,4,1,1,0,6.9,0.0,13.241666666666665,1.440988992103097,11.413333333333334,1.2562458450432354,10.78,10.7,10.8,9.5
2016-01-05 05:00:00,10.58,11.1,9.4,0.0,1013.0,90.0,4.6,5,1,1,0,6.9,0.0,13.054166666666667,1.4132845390811362,11.444583333333334,1.2240630104791073,10.64,10.78,10.7,9.83
2016-01-05 06:00:00,11.2,11.1,9.4,0.0,1012.9,80.0,5.1,6,1,1,0,6.9,0.0,12.9375,1.4553686220634756,11.487499999999999,1.1951468892803545,10.58,10.64,10.78,10.17
2016-01-05 07:00:00,11.2,11.1,9.4,0.0,1013.6,90.0,4.1,7,1,1,0,6.9,0.0,12.799999999999999,1.467028940765472,11.518333333333333,1.1768922475396066,11.2,10.58,10.64,10.46
2016-01-05 08:00:00,10.59,11.1,8.9,0.0,1014.0,90.0,4.1,8,1,1,0,6.9,0.0,12.683333333333335,1.4869480464204554,11.543333333333335,1.149058846136282,11.2,11.2,10.58,9.99
2016-01-05 09:00:00,10.39,11.7,8.9,0.0,1014.3,100.0,3.6,9,1,1,0,6.300000000000001,0.0,12.591666666666667,1.4764577664910945,11.551250000000001,1.1400202610708985,10.59,11.2,11.2,10.2
2016-01-05 10:00:00,10.32,11.7,9.4,0.0,1014.8,100.0,4.6,10,1,1,0,6.300000000000001,0.0,12.454166666666666,1.3937684813878286,11.507083333333334,1.1671536509506888,10.39,10.59,11.2,11.38
2016-01-05 11:00:00,10.37,12.8,11.1,-1.0,1014.8,110.0,4.6,11,1,1,0,5.199999999999999,0.0,12.316666666666668,1.1619573690700626,11.46375,1.1899974881230282,10.32,10.39,10.59,11.41
2016-01-05 12:00:00,10.3,13.3,10.0,0.0,1014.2,140.0,4.1,12,1,1,0,4.699999999999999,0.0,12.316666666666668,1.1619573690700626,11.417916666666668,1.2135108217452122,10.37,10.32,10.39,11.4
2016-01-05 13:00:00,13.04,12.8,11.1,5.0,1013.3,120.0,2.6,13,1,1,0,5.199999999999999,0.0,12.341666666666669,1.1657864174086445,11.483333333333334,1.2579440323026232,10.3,10.37,10.32,11.47
2016-01-05 14:00:00,13.79,13.9,11.7,-1.0,1013.3,110.0,2.6,14,1,1,0,4.1,0.0,12.366666666666667,1.1933390008771532,11.581249999999999,1.3430086681063087,13.04,10.3,10.37,11.44
2016-01-05 15:00:00,14.22,13.9,11.7,-1.0,1011.7,80.0,3.6,15,1,1,0,4.1,0.0,12.366666666666665,1.1933390008771532,11.695833333333333,1.4464346471257463,13.79,13.04,10.3,11.47
2016-01-05 16:00:00,12.95,13.9,11.7,0.0,1011.4,80.0,4.1,16,1,1,0,4.1,0.0,12.345833333333333,1.1602020688568435,11.757083333333334,1.4678629220642503,14.22,13.79,13.04,11.48
2016-01-05 17:00:00,11.21,13.3,11.7,3.0,1011.4,90.0,3.1,17,1,1,0,4.699999999999999,0.0,12.300000000000002,1.0954451150103277,11.718333333333332,1.469589314612478,12.95,14.22,13.79,12.14
2016-01-05 18:00:00,11.23,13.3,12.2,-1.0,1011.4,90.0,2.1,18,1,1,0,4.699999999999999,0.0,12.254166666666665,1.0244740608962561,11.648333333333333,1.4502433578890939,11.21,12.95,14.22,12.91
2016-01-05 19:00:00,11.21,13.3,12.2,3.0,1011.4,100.0,3.1,19,1,1,0,4.699999999999999,0.0,12.229166666666666,0.9892813230986799,11.584166666666667,1.4333509436060023,11.23,11.21,12.95,12.75
2016-01-05 20:00:00,11.24,12.8,11.7,0.0,1011.4,110.0,3.6,20,1,1,0,5.199999999999999,0.0,12.254166666666668,0.9960701767955107,11.520833333333334,1.4125675564196076,11.21,11.23,11.21,12.76
2016-01-05 21:00:00,11.29,13.3,11.7,0.0,1011.4,80.0,3.1,21,1,1,0,4.699999999999999,0.0,12.320833333333333,1.0108021638741895,11.453333333333333,1.3816677593044702,11.24,11.21,11.23,12.91
2016-01-05 22:00:00,14.1,13.3,12.2,-1.0,1011.1,140.0,4.6,22,1,1,0,4.699999999999999,0.0,12.387500000000001,1.0207893365260077,11.39875,1.2368484231057244,11.29,11.24,11.21,15.41
2016-01-05 23:00:00,9.99,13.3,11.7,13.0,1010.8,160.0,4.1,23,1,1,0,4.699999999999999,0.0,12.454166666666666,1.0261702404176558,11.350833333333332,1.2691623963881784,14.1,11.29,11.24,11.14
2016-01-06 00:00:00,9.86,12.8,11.7,5.0,1010.5,160.0,3.6,0,2,1,0,5.199999999999999,0.0,12.5,1.0155315592467207,11.333333333333334,1.2873351871435652,9.99,14.1,11.29,10.28
2016-01-06 01:00:00,10.11,12.8,11.7,-1.0,1010.2,130.0,2.1,1,2,1,0,5.199999999999999,0.0,12.545833333333334,1.002596267379002,11.304583333333333,1.3073138047377755,9.86,9.99,14.1,10.8
2016-01-06 02:00:00,9.73,12.8,11.1,5.0,1009.7,120.0,3.6,2,2,1,0,5.199999999999999,0.0,12.591666666666667,0.9872740981751343,11.264166666666666,1.3413682717955193,10.11,9.86,9.99,10.7
2016-01-06 03:00:00,9.87,12.8,11.1,0.0,1009.0,110.0,4.6,3,2,1,0,5.199999999999999,0.0,12.637500000000001,0.9694518845831017,11.226249999999999,1.368241691400662,9.73,10.11,9.86,10.78
2016-01-06 04:00:00,10.1,10.6,8.3,25.0,1010.0,250.0,4.6,4,2,1,0,7.4,0.0,12.616666666666667,1.0085144764827874,11.20375,1.3826653922610888,9.87,9.73,10.11,10.64
2016-01-06 05:00:00,9.21,10.6,8.3,5.0,1010.0,0.0,0.0,5,2,1,0,7.4,0.0,12.595833333333333,1.0456864467552043,11.146666666666667,1.4367586305009028,10.1,9.87,9.73,10.58
2016-01-06 06:00:00,10.49,10.6,7.8,-1.0,1010.8,60.0,2.1,6,2,1,0,7.4,0.0,12.574999999999998,1.0811628200591477,11.117083333333333,1.442909136211393,9.21,10.1,9.87,11.2
2016-01-06 07:00:00,10.77,10.0,7.8,0.0,1012.1,140.0,4.1,7,2,1,0,8.0,0.0,12.529166666666669,1.166369009647742,11.099166666666667,1.4445035755269473,10.49,9.21,10.1,11.2
2016-01-06 08:00:00,10.24,10.0,8.3,0.0,1013.2,130.0,2.6,8,2,1,0,8.0,0.0,12.483333333333334,1.2440000932009794,11.084583333333333,1.451616727372758,10.77,10.49,9.21,10.59
2016-01-06 09:00:00,10.12,10.6,8.3,0.0,1014.0,150.0,3.6,9,2,1,0,7.4,0.0,12.4375,1.2933987918591066,11.073333333333332,1.4582648017023687,10.24,10.77,10.49,10.39
2016-01-06 10:00:00,10.31,12.2,7.8,0.0,1014.8,230.0,2.6,10,2,1,0,5.800000000000001,0.0,12.458333333333334,1.285002678618982,11.072916666666666,1.458490819653824,10.12,10.24,10.77,10.32
2016-01-06 11:00:00,10.21,13.3,6.1,0.0,1015.4,220.0,5.1,11,2,1,0,4.699999999999999,0.0,12.479166666666666,1.2947986805632734,11.066250000000002,1.4622044480256777,10.31,10.12,10.24,10.37
2016-01-06 12:00:00,10.17,14.4,5.6,0.0,1014.9,220.0,3.6,12,2,1,0,3.5999999999999996,0.0,12.525,1.3436646838436603,11.060833333333333,1.4654036887542228,10.21,10.31,10.12,10.3
2016-01-06 13:00:00,10.14,15.0,5.0,0.0,1014.3,230.0,6.2,13,2,1,0,3.0,0.0,12.616666666666665,1.4351690300893218,10.94,1.4137646320313009,10.17,10.21,10.31,13.04
2016-01-06 14:00:00,10.12,14.4,5.0,0.0,1014.0,250.0,5.7,14,2,1,0,3.5999999999999996,0.0,12.637500000000001,1.4580548388327053,10.787083333333333,1.2846839542544435,10.14,10.17,10.21,13.79
2016-01-06 15:00:00,10.11,15.0,4.4,0.0,1014.1,230.0,5.1,15,2,1,0,3.0,0.0,12.683333333333335,1.515619163667229,10.615833333333333,1.0617701244155644,10.12,10.14,10.17,14.22
2016-01-06 16:00:00,10.06,15.0,3.9,0.0,1013.8,280.0,2.6,16,2,1,0,3.0,0.0,12.729166666666666,1.5696798805922882,10.495416666666666,0.9427479683797007,10.11,10.12,10.14,12.95
2016-01-06 17:00:00,10.07,15.0,4.4,0.0,1014.3,300.0,2.1,17,2,1,0,3.0,0.0,12.799999999999999,1.6336142911268567,10.447916666666666,0.9338558643400566,10.06,10.11,10.12,11.21
2016-01-06 18:00:00,10.85,14.4,3.9,0.0,1014.3,290.0,2.1,18,2,1,0,3.5999999999999996,0.0,12.845833333333333,1.6634116765843299,10.432083333333333,0.9231796620408145,10.07,10.06,10.11,11.23
2016-01-06 19:00:00,11.33,14.4,4.4,0.0,1014.4,330.0,1.5,19,2,1,0,3.5999999999999996,0.0,12.891666666666667,1.6913891040944025,10.437083333333332,0.9278890449348673,10.85,10.07,10.06,11.21
2016-01-06 20:00:00,11.21,13.3,5.6,0.0,1014.5,90.0,2.1,20,2,1,0,4.699999999999999,0.0,12.912500000000001,1.6932891840644217,10.435833333333333,0.9267799169666706,11.33,10.85,10.07,11.24
2016-01-06 21:00:00,11.38,12.2,5.6,0.0,1014.3,80.0,3.6,21,2,1,0,5.800000000000001,0.0,12.866666666666667,1.6972270649930483,10.439583333333333,0.9305607433700632,11.21,11.33,10.85,11.29
2016-01-06 22:00:00,14.77,11.7,6.7,0.0,1014.8,90.0,2.6,22,2,1,0,6.300000000000001,0.0,12.799999999999999,1.7108350363898674,10.4675,1.0478103462645927,11.38,11.21,11.33,14.1
2016-01-06 23:00:00,9.81,11.7,6.1,-1.0,1014.9,110.0,2.1,23,2,1,0,6.300000000000001,0.0,12.733333333333334,1.7216439733622282,10.459999999999999,1.0520125639851474,14.77,11.38,11.21,9.99
2016-01-07 00:00:00,9.47,10.6,7.8,3.0,1013.7,90.0,4.1,0,3,1,0,7.4,0.0,12.641666666666667,1.7756607261784954,10.44375,1.064620007734948,9.81,14.77,11.38,9.86
2016-01-07 01:00:00,9.38,10.6,6.7,-1.0,1014.1,160.0,2.6,1,3,1,0,7.4,0.0,12.549999999999999,1.8232794152534446,10.413333333333332,1.0848068017400354,9.47,9.81,14.77,10.11
2016-01-07 02:00:00,9.38,10.6,7.2,3.0,1013.3,150.0,4.1,2,3,1,0,7.4,0.0,12.458333333333334,1.8649901891959346,10.39875,1.0966800195213675,9.38,9.47,9.81,9.73
2016-01-07 03:00:00,9.39,10.0,7.2,-1.0,1013.0,110.0,4.1,3,3,1,0,8.0,0.0,12.341666666666667,1.9291621670213865,10.37875,1.1110250359171832,9.38,9.38,9.47,9.87
