timestamp,electricity,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed
2016-01-05 20:00:00,66.75,8.2,7.6,988.2,210.0,3.1
2016-01-05 21:00:00,60.125,7.5,6.8,988.7,200.0,1.5
2016-01-05 22:00:00,56.5,6.9,6.4,989.3,210.0,2.1
2016-01-05 23:00:00,51.5,6.5,6.2,989.6,210.0,0.5
2016-01-06 00:00:00,62.2512,6.4,6.2,990.0,110.0,1.5
2016-01-06 01:00:00,62.2512,6.3,6.1,990.4,110.0,1.5
2016-01-06 02:00:00,62.2512,6.5,6.4,990.9,300.0,0.5
2016-01-06 03:00:00,62.26813925233645,6.4,6.3,991.6,0.0,0.0
2016-01-06 04:00:00,62.285078504672896,6.2,6.1,991.8,110.0,1.0
2016-01-06 05:00:00,62.302017757009345,5.6,5.5,992.2,70.0,1.0
2016-01-06 06:00:00,62.318957009345795,5.6,5.5,992.9,350.0,1.0
2016-01-06 07:00:00,62.33589626168224,4.9,4.9,993.7,330.0,2.1
2016-01-06 08:00:00,62.352835514018686,5.4,5.4,994.3,320.0,1.0
2016-01-06 09:00:00,62.369774766355135,5.6,5.6,995.4,310.0,2.1
2016-01-06 10:00:00,62.386714018691585,5.0,5.0,995.8,310.0,2.1
2016-01-06 11:00:00,62.403653271028034,5.8,5.7,996.9,330.0,2.6
2016-01-06 12:00:00,62.42059252336448,6.9,6.8,996.6,310.0,1.5
2016-01-06 13:00:00,62.43753177570093,7.7,7.3,996.3,310.0,1.5
2016-01-06 14:00:00,62.45447102803738,7.9,6.8,996.4,40.0,1.0
2016-01-06 15:00:00,,8.1,6.5,996.7,160.0,1.5
2016-01-06 16:00:00,,7.9,6.6,997.1,180.0,2.6
2016-01-06 17:00:00,,7.4,6.3,996.8,170.0,2.6
2016-01-06 18:00:00,,7.1,6.2,996.0,160.0,2.6
2016-01-06 19:00:00,,6.4,5.8,995.2,130.0,3.6
2016-01-06 20:00:00,,5.9,5.4,994.5,140.0,3.1
2016-01-06 21:00:00,,5.7,5.5,994.2,140.0,3.1
2016-01-06 22:00:00,,5.6,5.4,993.3,130.0,4.6
2016-01-06 23:00:00,,5.9,5.7,992.6,120.0,4.1
2016-01-07 00:00:00,,6.7,6.4,991.0,130.0,4.6
2016-01-07 01:00:00,,7.5,6.5,989.3,140.0,5.1
2016-01-07 02:00:00,,8.0,7.1,988.5,140.0,4.6
2016-01-07 03:00:00,,8.3,6.4,986.7,140.0,6.7
2016-01-07 04:00:00,,7.9,6.3,984.7,150.0,8.2
2016-01-07 05:00:00,,7.4,6.6,983.9,150.0,8.2
2016-01-07 06:00:00,,7.6,7.0,982.2,150.0,6.7
2016-01-07 07:00:00,,7.8,7.3,981.3,140.0,6.7
2016-01-07 08:00:00,,8.4,8.0,980.4,160.0,4.1
2016-01-07 09:00:00,,9.2,8.8,980.5,220.0,2.6
2016-01-07 10:00:00,,10.2,10.1,980.8,240.0,5.7
2016-01-07 11:00:00,,9.7,8.7,981.7,260.0,8.2
2016-01-07 12:00:00,,8.6,6.2,983.9,280.0,10.8
2016-01-07 13:00:00,,7.6,3.9,987.1,280.0,9.8
2016-01-07 14:00:00,,7.9,1.9,989.5,290.0,10.8
2016-01-07 15:00:00,,7.8,1.7,991.1,270.0,7.7
2016-01-07 16:00:00,,7.0,1.5,992.6,270.0,6.7
2016-01-07 17:00:00,,5.9,1.0,993.5,260.0,7.2
2016-01-07 18:00:00,,5.3,0.8,994.7,260.0,5.7
2016-01-07 19:00:00,,5.1,0.6,996.0,260.0,7.7
2016-01-07 20:00:00,,4.8,0.6,996.9,250.0,6.7
2016-01-07 21:00:00,,4.2,0.4,997.8,260.0,5.7
2016-01-07 22:00:00,,4.5,0.6,998.9,230.0,6.2
2016-01-07 23:00:00,,3.0,0.5,999.5,230.0,3.1
2016-01-08 00:00:00,,3.3,0.9,1000.3,220.0,4.6
2016-01-08 01:00:00,,3.2,1.1,1000.4,220.0,4.6
2016-01-08 02:00:00,,2.6,1.0,1000.8,220.0,3.1
2016-01-08 03:00:00,,2.7,1.2,1000.9,200.0,3.1
2016-01-08 04:00:00,,1.9,0.8,1001.0,220.0,2.1
2016-01-08 05:00:00,,2.4,1.6,1000.7,200.0,2.1
2016-01-08 06:00:00,,1.6,0.9,1000.2,150.0,1.0
2016-01-08 07:00:00,,4.2,2.4,1000.0,190.0,5.1
2016-01-08 08:00:00,,4.4,2.6,1000.0,190.0,4.1
2016-01-08 09:00:00,,5.8,4.1,1000.1,180.0,4.1
2016-01-08 10:00:00,,6.7,4.8,1000.1,190.0,4.1
2016-01-08 11:00:00,,7.7,5.5,999.7,190.0,4.6
2016-01-08 12:00:00,,7.7,6.2,999.3,180.0,3.6
2016-01-08 13:00:00,,8.9,6.9,998.7,190.0,3.6
2016-01-08 14:00:00,,8.8,5.3,998.6,200.0,4.6
2016-01-08 15:00:00,,8.4,5.4,998.1,190.0,4.1
2016-01-08 16:00:00,,7.8,5.6,998.1,160.0,3.6
2016-01-08 17:00:00,,7.8,6.5,998.1,180.0,4.6
2016-01-08 18:00:00,,8.0,6.9,998.0,190.0,5.1
2016-01-08 19:00:00,,7.3,6.6,998.2,190.0,3.1
2016-01-08 20:00:00,,7.3,6.3,998.3,190.0,4.1
2016-01-08 21:00:00,,7.4,5.9,998.1,160.0,3.6
2016-01-08 22:00:00,,7.0,6.2,998.0,210.0,2.6
2016-01-08 23:00:00,,7.1,6.6,997.3,180.0,2.1
2016-01-09 00:00:00,,7.2,6.5,997.2,180.0,3.1
2016-01-09 01:00:00,,7.5,6.8,996.7,170.0,3.1
2016-01-09 02:00:00,,8.0,7.0,996.4,190.0,3.6
2016-01-09 03:00:00,,7.6,6.7,995.9,170.0,4.1
2016-01-09 04:00:00,,7.8,6.7,995.9,190.0,3.6
2016-01-09 05:00:00,,6.6,5.8,995.2,160.0,2.6
2016-01-09 06:00:00,,6.0,5.0,995.2,160.0,2.6
2016-01-09 07:00:00,,7.6,7.1,993.9,140.0,4.6
2016-01-09 08:00:00,,8.6,7.5,993.4,170.0,5.1
2016-01-09 09:00:00,,9.0,7.7,993.5,170.0,4.6
2016-01-09 10:00:00,,9.7,8.1,993.1,160.0,5.7
2016-01-09 11:00:00,,10.6,8.2,992.3,170.0,5.7
2016-01-09 12:00:00,,10.7,8.4,991.4,180.0,7.2
2016-01-09 13:00:00,,10.4,8.3,990.5,180.0,5.7
2016-01-09 14:00:00,,10.9,8.2,989.4,180.0,6.2
2016-01-09 15:00:00,,10.8,7.9,988.6,170.0,6.2
2016-01-09 16:00:00,,10.6,7.9,987.0,160.0,8.2
2016-01-09 17:00:00,,9.9,8.8,985.6,160.0,8.8
2016-01-09 18:00:00,,9.9,8.3,983.9,160.0,9.8
2016-01-09 19:00:00,,9.8,8.0,983.3,160.0,7.7
2016-01-09 20:00:00,,10.2,8.0,982.7,180.0,8.8
2016-01-09 21:00:00,,6.9,6.0,983.3,210.0,7.7
2016-01-09 22:00:00,,7.0,5.5,983.1,180.0,6.2
2016-01-09 23:00:00,,6.5,5.2,982.5,170.0,5.7
2016-01-10 00:00:00,,6.8,5.1,982.9,210.0,8.2
2016-01-10 01:00:00,,6.2,4.3,983.0,200.0,7.2
2016-01-10 02:00:00,,6.3,3.0,983.0,210.0,7.2
2016-01-10 03:00:00,,5.4,3.2,983.2,190.0,4.6
2016-01-10 04:00:00,,5.6,3.3,983.1,200.0,5.1
2016-01-10 05:00:00,,5.5,3.1,983.3,180.0,4.1
2016-01-10 06:00:00,,6.3,3.5,983.2,180.0,3.6
2016-01-10 07:00:00,,6.3,3.1,983.8,210.0,6.7
2016-01-10 08:00:00,,5.6,3.1,984.2,210.0,6.7
2016-01-10 09:00:00,,5.6,3.6,985.2,200.0,4.6
2016-01-10 10:00:00,,6.2,4.3,985.6,200.0,4.6
2016-01-10 11:00:00,,7.0,4.7,985.9,190.0,3.1
2016-01-10 12:00:00,,7.8,4.6,985.8,210.0,6.2
2016-01-10 13:00:00,,8.7,4.3,985.4,220.0,5.7
2016-01-10 14:00:00,,7.9,4.6,985.3,190.0,5.1
2016-01-10 15:00:00,,7.5,4.5,985.4,180.0,3.6
2016-01-10 16:00:00,,6.7,3.1,985.8,190.0,4.6
2016-01-10 17:00:00,,6.1,3.5,986.2,190.0,4.6
2016-01-10 18:00:00,,5.2,3.4,986.6,180.0,3.6
2016-01-10 19:00:00,,5.1,3.5,986.8,170.0,5.1
2016-01-10 20:00:00,,5.1,3.5,987.2,180.0,3.6
2016-01-10 21:00:00,,5.4,3.7,987.1,170.0,3.1
2016-01-10 22:00:00,,5.0,3.5,986.7,150.0,3.6
2016-01-10 23:00:00,,6.1,4.2,986.4,160.0,4.1
2016-01-11 00:00:00,,5.3,4.6,985.6,140.0,2.6
2016-01-11 01:00:00,,5.7,5.2,984.7,140.0,4.1
2016-01-11 02:00:00,,5.6,5.2,983.2,140.0,3.1
2016-01-11 03:00:00,,6.6,6.3,982.0,140.0,4.6
2016-01-11 04:00:00,,6.3,5.6,981.0,230.0,2.6
2016-01-11 05:00:00,,6.1,5.0,980.1,220.0,5.7
2016-01-11 06:00:00,,5.4,4.9,979.3,150.0,4.1
2016-01-11 07:00:00,,5.6,5.3,978.8,160.0,3.1
2016-01-11 08:00:00,,5.8,4.8,978.7,190.0,3.6
2016-01-11 09:00:00,,6.2,5.5,979.3,210.0,3.6
2016-01-11 10:00:00,,6.0,5.5,979.9,270.0,3.1
2016-01-11 11:00:00,,6.1,5.5,980.4,260.0,3.6
2016-01-11 12:00:00,,6.7,5.3,981.0,250.0,4.6
2016-01-11 13:00:00,,6.7,5.2,981.1,260.0,4.6
2016-01-11 14:00:00,,6.8,4.8,981.6,270.0,3.1
2016-01-11 15:00:00,,7.1,5.1,982.3,280.0,3.1
2016-01-11 16:00:00,,6.4,5.1,983.1,260.0,4.6
2016-01-11 17:00:00,,6.2,5.3,984.1,260.0,5.1
2016-01-11 18:00:00,,5.8,4.8,985.0,270.0,3.6
2016-01-11 19:00:00,,6.1,5.1,985.9,260.0,5.1
2016-01-11 20:00:00,,5.7,4.7,986.7,260.0,4.6
2016-01-11 21:00:00,,4.8,3.9,987.5,270.0,3.6
2016-01-11 22:00:00,,4.4,3.5,988.5,260.0,5.1
2016-01-11 23:00:00,,4.6,3.7,989.5,270.0,4.1
2016-01-12 00:00:00,,3.2,2.6,990.4,260.0,4.1
2016-01-12 01:00:00,,4.0,3.6,991.4,260.0,4.6
2016-01-12 02:00:00,,4.4,3.5,992.3,260.0,6.2
2016-01-12 03:00:00,,4.2,3.3,992.9,260.0,5.1
2016-01-12 04:00:00,,4.7,3.5,993.3,260.0,7.2
2016-01-12 05:00:00,,5.0,3.0,993.3,260.0,6.7
2016-01-12 06:00:00,,5.0,2.0,993.3,250.0,6.2
2016-01-12 07:00:00,,4.4,2.7,994.9,250.0,6.2
2016-01-12 08:00:00,,4.3,2.5,995.2,250.0,7.2
2016-01-12 09:00:00,,4.6,2.2,996.1,250.0,6.2
2016-01-12 10:00:00,,5.7,2.5,996.5,240.0,6.2
2016-01-12 11:00:00,,6.3,2.5,996.9,250.0,8.8
2016-01-12 12:00:00,,6.4,2.9,997.2,260.0,7.7
2016-01-12 13:00:00,,6.9,3.4,997.2,260.0,7.7
2016-01-12 14:00:00,,7.2,3.3,997.6,270.0,8.8
2016-01-12 15:00:00,,6.6,4.1,998.6,270.0,6.2
2016-01-12 16:00:00,,5.6,3.5,999.5,260.0,6.7
2016-01-12 17:00:00,,5.8,3.2,1000.6,270.0,6.7
2016-01-12 18:00:00,,5.8,3.3,1001.3,260.0,7.2
2016-01-12 19:00:00,,6.1,2.8,1001.9,280.0,8.2
2016-01-12 20:00:00,,6.3,2.8,1003.4,290.0,8.8
2016-01-12 21:00:00,,6.0,2.9,1004.8,290.0,7.2
2016-01-12 22:00:00,,5.5,2.7,1006.8,290.0,6.7
2016-01-12 23:00:00,,5.3,3.2,1008.0,290.0,7.2
2016-01-13 00:00:00,,5.0,3.4,1009.3,300.0,7.7
2016-01-13 01:00:00,,5.2,3.4,1010.3,280.0,5.1
2016-01-13 02:00:00,,5.3,2.5,1011.4,280.0,5.1
2016-01-13 03:00:00,,4.9,1.8,1012.2,290.0,5.1
2016-01-13 04:00:00,,3.7,1.0,1013.0,270.0,4.6
2016-01-13 05:00:00,,2.6,0.5,1014.2,260.0,4.6
2016-01-13 06:00:00,,2.4,0.3,1014.9,270.0,3.6
2016-01-13 07:00:00,,2.5,0.7,1015.3,270.0,5.1
2016-01-13 08:00:00,,2.3,0.6,1015.6,260.0,5.7
2016-01-13 09:00:00,,2.8,0.7,1016.2,260.0,4.6
2016-01-13 10:00:00,,4.4,1.4,1016.4,270.0,5.1
2016-01-13 11:00:00,,4.8,1.5,1016.6,270.0,5.1
2016-01-13 12:00:00,,5.4,1.4,1016.3,260.0,5.7
2016-01-13 13:00:00,,6.1,0.2,1015.8,240.0,5.1
2016-01-13 14:00:00,,6.8,1.1,1015.2,220.0,4.6
2016-01-13 15:00:00,,6.4,0.9,1014.6,210.0,4.6
2016-01-13 16:00:00,,6.1,1.0,1013.8,170.0,3.1
2016-01-13 17:00:00,,6.0,1.1,1013.0,170.0,4.1
2016-01-13 18:00:00,,5.4,1.9,1012.4,170.0,4.1
2016-01-13 19:00:00,,5.6,2.8,1011.4,180.0,4.6
2016-01-13 20:00:00,,5.6,3.1,1010.5,190.0,5.1
2016-01-13 21:00:00,,4.9,3.5,1010.0,200.0,8.8
2016-01-13 22:00:00,,4.8,3.7,1008.7,180.0,5.1
2016-01-13 23:00:00,,5.0,3.8,1007.6,180.0,4.6
2016-01-14 00:00:00,,4.9,4.1,1006.4,180.0,4.1
2016-01-14 01:00:00,,4.9,4.4,1005.5,210.0,5.1
2016-01-14 02:00:00,,4.4,3.2,1005.1,260.0,5.1
2016-01-14 03:00:00,,3.6,2.7,1004.7,240.0,4.6
2016-01-14 04:00:00,,2.6,1.8,1004.5,260.0,5.1
2016-01-14 05:00:00,,2.9,1.7,1004.0,250.0,6.7
2016-01-14 06:00:00,,2.3,1.2,1004.0,260.0,5.1
2016-01-14 07:00:00,,2.3,0.7,1003.8,260.0,4.6
2016-01-14 08:00:00,,2.5,0.7,1003.4,240.0,6.2
2016-01-14 09:00:00,,3.2,1.1,1003.9,250.0,6.2
2016-01-14 10:00:00,,3.3,1.4,1004.2,270.0,5.7
2016-01-14 11:00:00,,4.6,1.2,1004.8,280.0,6.7
2016-01-14 12:00:00,,4.6,1.4,1005.1,280.0,6.2
2016-01-14 13:00:00,,4.9,0.9,1005.7,290.0,7.2
2016-01-14 14:00:00,,5.2,0.8,1006.4,300.0,7.2
2016-01-14 15:00:00,,5.0,-0.2,1007.4,290.0,7.7
2016-01-14 16:00:00,,4.8,-2.2,1008.5,300.0,8.8
2016-01-14 17:00:00,,3.8,-3.3,1009.5,300.0,6.7
2016-01-14 18:00:00,,3.6,-3.4,1010.4,300.0,7.2
2016-01-14 19:00:00,,3.5,-3.0,1011.0,300.0,8.8
2016-01-14 20:00:00,,3.3,-3.0,1011.9,300.0,7.2
2016-01-14 21:00:00,,3.1,-3.0,1012.5,300.0,6.7
2016-01-14 22:00:00,,3.2,-3.0,1013.1,300.0,7.2
2016-01-14 23:00:00,,2.6,-2.4,1014.0,290.0,5.1
2016-01-15 00:00:00,65.8762,2.1,-1.6,1014.5,290.0,5.7
2016-01-15 01:00:00,64.7512,2.0,-1.0,1014.8,280.0,4.1
2016-01-15 02:00:00,51.375,1.6,-1.3,1015.3,280.0,4.1
2016-01-15 03:00:00,49.25,2.1,-0.8,1015.5,280.0,5.7
2016-01-15 04:00:00,49.0,1.6,-0.7,1016.0,290.0,4.6
2016-01-15 05:00:00,50.625,1.5,-0.5,1016.7,280.0,3.6
2016-01-15 06:00:00,53.75,1.1,-0.6,1017.2,290.0,2.6
2016-01-15 07:00:00,64.75,1.8,-0.5,1017.7,300.0,4.6
2016-01-15 08:00:00,73.125,2.1,-0.6,1018.0,280.0,4.6
2016-01-15 09:00:00,88.5,1.8,-0.7,1018.7,290.0,3.6
2016-01-15 10:00:00,111.0,2.9,-0.4,1019.6,300.0,4.1
2016-01-15 11:00:00,136.375,4.0,-1.0,1019.6,310.0,5.1
2016-01-15 12:00:00,143.0,4.5,-1.9,1020.8,340.0,3.6
2016-01-15 13:00:00,143.75,5.6,-1.0,1021.1,310.0,5.1
2016-01-15 14:00:00,140.0,5.4,-0.6,1021.6,310.0,5.1
2016-01-15 15:00:00,144.375,5.6,-0.4,1022.1,310.0,5.7
2016-01-15 16:00:00,142.875,4.8,-0.5,1023.0,300.0,5.1
2016-01-15 17:00:00,126.625,4.0,-0.1,1023.3,290.0,5.1
2016-01-15 18:00:00,112.625,3.5,-0.2,1023.9,290.0,4.6
2016-01-15 19:00:00,104.625,2.5,0.0,1024.2,270.0,3.6
2016-01-15 20:00:00,94.0,2.1,-0.9,1024.5,270.0,3.6
2016-01-15 21:00:00,81.375,3.3,-0.6,1024.8,280.0,4.1
2016-01-15 22:00:00,60.75,2.8,-0.7,1025.1,300.0,3.6
2016-01-15 23:00:00,63.375,2.6,0.0,1025.8,290.0,2.6
2016-01-16 00:00:00,51.375,2.4,0.0,1026.4,280.0,3.1
2016-01-16 01:00:00,53.75,2.2,0.3,1026.8,290.0,3.1
2016-01-16 02:00:00,53.25,2.4,0.6,1027.1,290.0,3.6
2016-01-16 03:00:00,52.5,2.0,0.3,1027.4,290.0,3.1
2016-01-16 04:00:00,51.875,1.2,-0.2,1028.1,290.0,2.1
2016-01-16 05:00:00,52.125,0.7,-0.7,1028.3,280.0,2.1
2016-01-16 06:00:00,52.625,0.4,-1.0,1028.4,290.0,2.6
2016-01-16 07:00:00,52.25,0.0,-1.4,1028.7,290.0,2.6
2016-01-16 08:00:00,53.875,-1.1,-2.2,1029.0,270.0,2.1
2016-01-16 09:00:00,55.625,-1.1,-2.1,1029.7,270.0,3.1
2016-01-16 10:00:00,58.75,1.3,-1.4,1029.7,290.0,2.1
2016-01-16 11:00:00,61.125,3.1,-0.8,1030.1,250.0,1.5
2016-01-16 12:00:00,65.25,4.1,-0.5,1030.0,280.0,1.5
2016-01-16 13:00:00,66.0,4.3,-0.6,1029.8,280.0,2.6
2016-01-16 14:00:00,64.125,4.9,-0.6,1029.4,280.0,2.6
2016-01-16 15:00:00,63.875,4.8,-0.2,1029.2,270.0,3.1
2016-01-16 16:00:00,63.875,3.9,-0.4,1029.3,270.0,3.1
2016-01-16 17:00:00,65.25,3.3,-0.5,1029.4,290.0,2.6
2016-01-16 18:00:00,64.625,2.7,-0.2,1029.1,280.0,1.5
2016-01-16 19:00:00,63.0,2.8,0.0,1029.0,270.0,2.1
2016-01-16 20:00:00,61.0,2.9,-0.1,1029.1,270.0,1.5
2016-01-16 21:00:00,55.875,3.1,-0.4,1028.7,270.0,2.1
2016-01-16 22:00:00,55.0,2.9,-0.2,1028.8,300.0,1.0
2016-01-16 23:00:00,53.25,2.1,0.5,1029.0,350.0,1.0
