timestamp,electricity,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed,hour,day_of_week,month,is_weekend,HDD,CDD,airTemperature_rolling_24h_mean,airTemperature_rolling_24h_std,electricity_rolling_24h_mean,electricity_rolling_24h_std,electricity_lag_1h,electricity_lag_2h,electricity_lag_3h,electricity_lag_24h
2016-01-01 14:00:00,48.6071,7.4,4.5,1016.2,100.0,5.1,14,4,1,0,8.1,0.0,3.8066666666666666,1.9833113244076963,46.46424285714286,1.5984195491000037,48.1071,48.6071,48.1071,
2016-01-01 15:00:00,49.1071,7.5,5.6,1014.9,100.0,7.2,15,4,1,0,8.0,0.0,4.0375,2.1269304956517345,46.64043333333334,1.6846647257229674,48.6071,48.1071,48.6071,
2016-01-01 16:00:00,49.1071,7.6,6.7,1013.8,110.0,5.7,16,4,1,0,7.9,0.0,4.247058823529412,2.2333040677040668,46.7946,1.7404501333467348,49.1071,48.6071,48.1071,
2016-01-01 17:00:00,49.1071,8.0,7.1,1012.5,120.0,6.7,17,4,1,0,7.5,0.0,4.455555555555556,2.340241873427572,46.930629411764706,1.7760663739584401,49.1071,49.1071,48.6071,
2016-01-01 18:00:00,48.1071,8.1,6.5,1011.0,130.0,7.7,18,4,1,0,7.4,0.0,4.647368421052631,2.4231220497193817,46.99598888888889,1.7452081921613039,49.1071,49.1071,49.1071,
2016-01-01 19:00:00,47.6071,8.1,6.3,1010.2,120.0,8.8,19,4,1,0,7.4,0.0,4.82,2.481637829295297,47.028152631578955,1.701822208813058,48.1071,49.1071,49.1071,
2016-01-01 20:00:00,48.6071,8.2,6.2,1008.8,120.0,8.2,20,4,1,0,7.300000000000001,0.0,4.980952380952381,2.5287584004050383,47.1071,1.693641358916219,47.6071,48.1071,49.1071,
2016-01-01 21:00:00,46.6071,8.5,6.1,1007.5,120.0,8.2,21,4,1,0,7.0,0.0,5.140909090909091,2.579342679445416,47.08329047619048,1.6543593206751548,48.6071,47.6071,48.1071,
2016-01-01 22:00:00,45.6071,8.3,6.5,1006.4,130.0,8.2,22,4,1,0,7.199999999999999,0.0,5.278260869565218,2.604708415322866,47.016190909090916,1.644879237399422,46.6071,48.6071,47.6071,
2016-01-01 23:00:00,45.1071,7.9,7.0,1005.1,130.0,7.2,23,4,1,0,7.6,0.0,5.3875,2.603060489701205,46.933186956521745,1.6556287987854004,45.6071,46.6071,48.6071,
2016-01-02 00:00:00,45.1071,8.1,7.4,1004.2,130.0,7.2,0,5,1,1,7.4,0.0,5.566666666666666,2.6368074679787306,46.8571,1.6615864603496837,45.1071,45.6071,46.6071,
2016-01-02 01:00:00,50.5536,8.2,7.7,1002.4,110.0,8.2,1,5,1,1,7.300000000000001,0.0,5.754166666666666,2.658207824941404,47.06320416666667,1.800750060990086,45.1071,45.1071,45.6071,45.6071
2016-01-02 02:00:00,41.25,8.5,8.1,1001.9,120.0,6.7,2,5,1,1,7.0,0.0,6.0,2.626454048630057,46.88165833333333,2.141354792388235,50.5536,45.1071,45.1071,45.6071
2016-01-02 03:00:00,43.0,9.1,8.2,1001.0,130.0,7.2,3,5,1,1,6.4,0.0,6.295833333333333,2.5552127736923556,46.793862499999996,2.2573303539343725,41.25,50.5536,45.1071,45.1071
2016-01-02 04:00:00,42.625,9.3,8.3,1000.0,130.0,7.2,4,5,1,1,6.199999999999999,0.0,6.587500000000001,2.477606225511966,46.669608333333336,2.402877789853453,43.0,41.25,50.5536,45.6071
2016-01-02 05:00:00,42.0,9.6,8.4,998.9,130.0,8.2,5,5,1,1,5.9,0.0,6.8875,2.38260224927722,46.540145833333334,2.5687034052863544,42.625,43.0,41.25,45.1071
2016-01-02 06:00:00,41.625,9.7,8.4,998.3,130.0,7.7,6,5,1,1,5.800000000000001,0.0,7.195833333333333,2.2375217592659085,46.39505833333334,2.7454253195351956,42.0,42.625,43.0,45.1071
2016-01-02 07:00:00,40.125,9.4,8.8,997.9,130.0,8.2,7,5,1,1,6.1,0.0,7.479166666666667,2.053200929760897,46.24997083333333,2.981063385624721,41.625,42.0,42.625,43.6071
2016-01-02 08:00:00,40.5,9.7,8.9,997.5,140.0,7.2,8,5,1,1,5.800000000000001,0.0,7.791666666666667,1.7653467861477856,46.01634166666667,3.2041193955277487,40.125,41.625,42.0,46.1071
2016-01-02 09:00:00,41.625,9.9,9.1,997.6,140.0,7.2,9,5,1,1,5.6,0.0,8.112499999999999,1.3575273237701717,45.7670875,3.3060489457320643,40.5,40.125,41.625,47.6071
2016-01-02 10:00:00,42.625,9.8,9.4,997.3,130.0,6.2,10,5,1,1,5.699999999999999,0.0,8.354166666666666,1.081857969729235,45.55949999999999,3.341712121054117,41.625,40.5,40.125,47.6071
2016-01-02 11:00:00,45.375,9.9,9.6,996.7,130.0,7.2,11,5,1,1,5.6,0.0,8.541666666666666,0.9263845884928661,45.4456625,3.297394734162175,42.625,41.625,40.5,48.1071
2016-01-02 12:00:00,46.25,10.1,9.5,996.0,130.0,8.2,12,5,1,1,5.4,0.0,8.670833333333334,0.9181641260247732,45.34745,3.2336239719815785,45.375,42.625,41.625,48.6071
2016-01-02 13:00:00,46.375,10.0,9.6,995.1,130.0,7.7,13,5,1,1,5.5,0.0,8.7875,0.9008751783441014,45.27527916666667,3.188366322848982,46.25,45.375,42.625,48.1071
2016-01-02 14:00:00,49.875,10.0,9.8,994.3,120.0,8.2,14,5,1,1,5.5,0.0,8.895833333333334,0.8829196460886289,45.32810833333334,3.2557644876523204,46.375,46.25,45.375,48.6071
2016-01-02 15:00:00,49.0,10.2,10.2,994.3,140.0,5.7,15,5,1,1,5.300000000000001,0.0,9.008333333333333,0.8692408815425797,45.32364583333333,3.250428651595405,49.875,46.375,46.25,49.1071
2016-01-02 16:00:00,50.0,11.2,11.1,994.7,190.0,5.1,16,5,1,1,4.300000000000001,0.0,9.158333333333333,0.9245053514866902,45.36085,3.3003434004463186,49.0,49.875,46.375,49.1071
2016-01-02 17:00:00,48.75,10.9,10.5,995.4,210.0,6.7,17,5,1,1,4.6,0.0,9.279166666666667,0.9555236063639831,45.34597083333333,3.2834814914606256,50.0,49.0,49.875,49.1071
2016-01-02 18:00:00,48.875,10.9,10.3,995.9,230.0,7.2,18,5,1,1,4.6,0.0,9.395833333333334,0.9760074690852194,45.37796666666666,3.315145804343751,48.75,50.0,49.0,48.1071
2016-01-02 19:00:00,49.25,10.4,9.7,997.0,260.0,8.2,19,5,1,1,5.1,0.0,9.491666666666667,0.955950092687968,45.44642083333333,3.3795134236826834,48.875,48.75,50.0,47.6071
2016-01-02 20:00:00,49.125,10.1,9.6,998.3,270.0,6.2,20,5,1,1,5.4,0.0,9.570833333333333,0.9224160933523176,45.467999999999996,3.4021503979740206,49.25,48.875,48.75,48.6071
2016-01-02 21:00:00,47.25,9.9,9.6,999.2,260.0,8.8,21,5,1,1,5.6,0.0,9.629166666666666,0.8956315074300578,45.4947875,3.4140195747525355,49.125,49.25,48.875,46.6071
2016-01-02 22:00:00,46.625,9.9,9.0,999.9,260.0,7.2,22,5,1,1,5.6,0.0,9.695833333333335,0.8508201499354724,45.537200000000006,3.4217893654839626,47.25,49.125,49.25,45.6071
2016-01-02 23:00:00,46.25,10.0,9.2,1000.3,250.0,6.2,23,5,1,1,5.5,0.0,9.783333333333333,0.7613869876268724,45.58482083333333,3.423495852510385,46.625,47.25,49.125,45.1071
2016-01-03 00:00:00,45.375,9.7,9.2,1001.1,240.0,6.7,0,6,1,1,5.800000000000001,0.0,9.85,0.6724387801454229,45.59598333333333,3.4223070387585395,46.25,46.625,47.25,45.1071
2016-01-03 01:00:00,44.5,9.3,8.5,1001.4,250.0,9.3,1,6,1,1,6.199999999999999,0.0,9.895833333333334,0.5871664949174201,45.34375,3.260278479036655,45.375,46.25,46.625,50.5536
2016-01-03 02:00:00,43.875,8.5,7.2,1002.0,250.0,7.7,2,6,1,1,7.0,0.0,9.895833333333334,0.5871664949174202,45.453125,3.159443337217327,44.5,45.375,46.25,41.25
2016-01-03 03:00:00,43.125,7.7,5.7,1002.5,240.0,8.2,3,6,1,1,7.8,0.0,9.8375,0.7234052926204579,45.458333333333336,3.1553238883797197,43.875,44.5,45.375,43.0
2016-01-03 04:00:00,43.75,6.8,3.9,1001.7,230.0,5.7,4,6,1,1,8.7,0.0,9.733333333333334,0.9489887829394585,45.505208333333336,3.1195559463706104,43.125,43.875,44.5,42.625
2016-01-03 05:00:00,43.5,6.3,3.3,1000.9,190.0,3.6,5,6,1,1,9.2,0.0,9.595833333333333,1.1800807513514204,45.567708333333336,3.060747983023058,43.75,43.125,43.875,42.0
2016-01-03 06:00:00,44.25,5.2,2.5,1000.0,160.0,3.1,6,6,1,1,10.3,0.0,9.408333333333333,1.4817488687847604,45.677083333333336,2.9589392622984048,43.5,43.75,43.125,41.625
2016-01-03 07:00:00,43.0,5.8,2.9,998.7,150.0,3.6,7,6,1,1,9.7,0.0,9.258333333333333,1.6547472332042414,45.796875,2.7769950965574948,44.25,43.5,43.75,40.125
2016-01-03 08:00:00,43.375,6.8,4.6,997.1,150.0,4.6,8,6,1,1,8.7,0.0,9.137500000000001,1.72546465071573,45.916666666666664,2.5945874542923084,43.0,44.25,43.5,40.5
2016-01-03 09:00:00,44.0,7.9,6.5,995.5,140.0,4.6,9,6,1,1,7.6,0.0,9.054166666666667,1.7353058035643312,46.015625,2.4658847572158757,43.375,43.0,44.25,41.625
2016-01-03 10:00:00,45.25,8.9,7.8,993.6,150.0,6.2,10,6,1,1,6.6,0.0,9.016666666666666,1.7281975195754269,46.125,2.3651109910530708,44.0,43.375,43.0,42.625
2016-01-03 11:00:00,48.25,9.2,8.2,991.5,150.0,8.2,11,6,1,1,6.300000000000001,0.0,8.9875,1.7185212298343293,46.244791666666664,2.398051509385633,45.25,44.0,43.375,45.375
2016-01-03 12:00:00,52.625,9.1,8.2,989.0,140.0,9.3,12,6,1,1,6.4,0.0,8.945833333333333,1.7024226131085018,46.510416666666664,2.7289004461371618,48.25,45.25,44.0,46.25
2016-01-03 13:00:00,54.625,8.9,8.2,987.0,150.0,8.2,13,6,1,1,6.6,0.0,8.9,1.6875503213108975,46.854166666666664,3.191502531065452,52.625,48.25,45.25,46.375
2016-01-03 14:00:00,55.875,8.9,8.3,984.6,140.0,9.3,14,6,1,1,6.6,0.0,8.854166666666666,1.671234681999758,47.104166666666664,3.6416720558445324,54.625,52.625,48.25,49.875
2016-01-03 15:00:00,56.375,9.6,8.5,984.7,190.0,5.1,15,6,1,1,5.9,0.0,8.829166666666667,1.654632276674937,47.411458333333336,4.091925899060969,55.875,54.625,52.625,49.0
2016-01-03 16:00:00,55.75,9.4,8.3,984.2,190.0,4.6,16,6,1,1,6.1,0.0,8.754166666666668,1.5816829690215253,47.651041666666664,4.406328694435531,56.375,55.875,54.625,50.0
2016-01-03 17:00:00,56.375,8.3,7.8,984.6,190.0,3.6,17,6,1,1,7.199999999999999,0.0,8.645833333333334,1.5159956311359155,47.96875,4.75046479419327,55.75,56.375,55.875,48.75
2016-01-03 18:00:00,55.375,8.2,7.6,984.2,210.0,4.6,18,6,1,1,7.300000000000001,0.0,8.533333333333333,1.4397060891683418,48.239583333333336,4.983930245138465,56.375,55.75,56.375,48.875
2016-01-03 19:00:00,56.625,8.1,7.5,983.9,220.0,4.6,19,6,1,1,7.4,0.0,8.4375,1.3855818115585004,48.546875,5.268189568677452,55.375,56.375,55.75,49.25
2016-01-03 20:00:00,54.0,7.8,7.0,984.0,190.0,3.6,20,6,1,1,7.7,0.0,8.341666666666667,1.3445272861449866,48.75,5.384155498755845,56.625,55.375,56.375,49.125
2016-01-03 21:00:00,48.875,7.4,6.8,984.0,200.0,3.1,21,6,1,1,8.1,0.0,8.237499999999999,1.315067364781379,48.817708333333336,5.374681381692347,54.0,56.625,55.375,47.25
2016-01-03 22:00:00,47.375,6.6,6.1,984.0,200.0,3.6,22,6,1,1,8.9,0.0,8.1,1.3061726365690476,48.848958333333336,5.36354684302459,48.875,54.0,56.625,46.625
2016-01-03 23:00:00,46.875,6.5,5.9,983.9,190.0,4.1,23,6,1,1,9.0,0.0,7.954166666666666,1.2799385741601772,48.875,5.35188406483908,47.375,48.875,54.0,46.25
2016-01-04 00:00:00,47.375,6.0,5.5,983.8,180.0,4.1,0,0,1,0,9.5,0.0,7.8,1.283338038764195,48.958333333333336,5.3104269186169235,46.875,47.375,48.875,45.375
2016-01-04 01:00:00,44.0,6.3,5.8,983.5,180.0,3.1,1,0,1,0,9.2,0.0,7.675,1.2769699189538664,48.9375,5.329623936484453,47.375,46.875,47.375,44.5
2016-01-04 02:00:00,44.75,6.6,5.9,983.5,170.0,3.6,2,0,1,0,8.9,0.0,7.595833333333332,1.282483720268458,48.973958333333336,5.296376320525517,44.0,47.375,46.875,43.875
2016-01-04 03:00:00,45.0,6.1,5.5,983.3,180.0,4.1,3,0,1,0,9.4,0.0,7.529166666666666,1.3179295906068362,49.052083333333336,5.219621824687479,44.75,44.0,47.375,43.125
2016-01-04 04:00:00,43.375,6.4,5.7,983.1,180.0,4.1,4,0,1,0,9.1,0.0,7.512499999999999,1.3300253348355244,49.036458333333336,5.236717043099902,45.0,44.75,44.0,43.75
2016-01-04 05:00:00,44.375,5.8,5.3,983.2,170.0,2.1,5,0,1,0,9.7,0.0,7.491666666666667,1.35355142099418,49.072916666666664,5.199409020904866,43.375,45.0,44.75,43.5
2016-01-04 06:00:00,46.25,6.4,6.0,983.0,180.0,3.6,6,0,1,0,9.1,0.0,7.541666666666667,1.285679203570142,49.15625,5.134369748799899,44.375,43.375,45.0,44.25
2016-01-04 07:00:00,55.625,6.7,6.0,982.8,160.0,3.6,7,0,1,0,8.8,0.0,7.579166666666667,1.2451572859147826,49.682291666666664,5.122942212365093,46.25,44.375,43.375,43.0
2016-01-04 08:00:00,68.0,7.4,6.2,982.7,180.0,4.6,8,0,1,0,8.1,0.0,7.604166666666667,1.2348135457443055,50.708333333333336,6.164818073881686,55.625,46.25,44.375,43.375
2016-01-04 09:00:00,85.375,7.7,6.5,982.8,160.0,4.1,9,0,1,0,7.8,0.0,7.595833333333332,1.2334043261980472,52.432291666666664,9.23029475472254,68.0,55.625,46.25,44.0
2016-01-04 10:00:00,94.5,8.9,7.4,982.7,180.0,4.6,10,0,1,0,6.6,0.0,7.595833333333332,1.2334043261980472,54.484375,12.470144372835,85.375,68.0,55.625,45.25
2016-01-04 11:00:00,111.125,9.7,7.5,982.7,200.0,5.1,11,0,1,0,5.800000000000001,0.0,7.616666666666667,1.2654838107863409,57.104166666666664,16.91561805131494,94.5,85.375,68.0,48.25
2016-01-04 12:00:00,115.125,9.8,7.5,982.3,200.0,5.7,12,0,1,0,5.699999999999999,0.0,7.645833333333333,1.3084937130538494,59.708333333333336,20.60473862059865,111.125,94.5,85.375,52.625
2016-01-04 13:00:00,114.5,10.1,8.0,982.0,190.0,5.1,13,0,1,0,5.4,0.0,7.695833333333333,1.379501852959553,62.203125,23.39795758517418,115.125,111.125,94.5,54.625
2016-01-04 14:00:00,114.0,10.4,7.4,981.8,210.0,4.6,14,0,1,0,5.1,0.0,7.758333333333333,1.4675968723427237,64.625,25.61740343390902,114.5,115.125,111.125,55.875
2016-01-04 15:00:00,114.625,9.8,7.2,982.1,210.0,4.1,15,0,1,0,5.699999999999999,0.0,7.766666666666667,1.479032194336573,67.05208333333333,27.4925611645052,114.0,114.5,115.125,56.375
2016-01-04 16:00:00,116.875,9.2,7.4,982.4,190.0,3.6,16,0,1,0,6.300000000000001,0.0,7.758333333333333,1.4699650000762858,69.59895833333333,29.179541186724567,114.625,114.0,114.5,55.75
2016-01-04 17:00:00,116.125,8.6,7.3,982.5,170.0,3.6,17,0,1,0,6.9,0.0,7.770833333333333,1.4760343953417494,72.08854166666667,30.520339778123432,116.875,114.625,114.0,56.375
2016-01-04 18:00:00,92.125,8.2,6.7,982.5,170.0,4.1,18,0,1,0,7.300000000000001,0.0,7.770833333333333,1.4760343953417494,73.61979166666667,30.567203207215965,116.125,116.875,114.625,55.375
2016-01-04 19:00:00,74.5,7.7,6.2,982.8,170.0,4.6,19,0,1,0,7.8,0.0,7.754166666666666,1.4744134181213326,74.36458333333333,30.352120938593675,92.125,116.125,116.875,56.625
2016-01-04 20:00:00,65.0,7.6,6.0,982.9,170.0,4.6,20,0,1,0,7.9,0.0,7.745833333333334,1.4747082737794694,74.82291666666667,30.113348293921362,74.5,92.125,116.125,54.0
2016-01-04 21:00:00,58.25,7.9,6.3,982.9,160.0,4.1,21,0,1,0,7.6,0.0,7.766666666666667,1.473141177055421,75.21354166666667,29.821513407458617,65.0,74.5,92.125,48.875
2016-01-04 22:00:00,57.375,7.2,6.2,982.7,140.0,4.1,22,0,1,0,8.3,0.0,7.791666666666667,1.4574894038444466,75.63020833333333,29.48358697719239,58.25,65.0,74.5,47.375
2016-01-04 23:00:00,52.75,7.7,6.7,982.4,150.0,4.6,23,0,1,0,7.8,0.0,7.841666666666668,1.4316049572501444,75.875,29.257988504070983,57.375,58.25,65.0,46.875
2016-01-05 00:00:00,46.5,7.4,6.9,982.2,150.0,4.1,0,1,1,0,8.1,0.0,7.900000000000001,1.3809259653359875,75.83854166666667,29.29556742251097,52.75,57.375,58.25,47.375
2016-01-05 01:00:00,46.75,8.1,6.6,981.9,170.0,5.1,1,1,1,0,7.4,0.0,7.9750000000000005,1.3384773958234906,75.953125,29.170735514586507,46.5,52.75,57.375,44.0
2016-01-05 02:00:00,44.625,8.2,7.3,981.9,160.0,3.6,2,1,1,0,7.300000000000001,0.0,8.041666666666666,1.306477729611574,75.94791666666667,29.176559528254856,46.75,46.5,52.75,44.75
2016-01-05 03:00:00,45.125,8.3,7.4,982.0,180.0,3.6,3,1,1,0,7.199999999999999,0.0,8.133333333333335,1.239798955184009,75.953125,29.170805380532695,44.625,46.75,46.5,45.0
2016-01-05 04:00:00,45.75,6.4,5.6,981.8,150.0,2.6,4,1,1,0,9.1,0.0,8.133333333333335,1.239798955184009,76.05208333333333,29.05929836658093,45.125,44.625,46.75,43.375
2016-01-05 05:00:00,45.125,6.7,6.6,981.8,140.0,2.1,5,1,1,0,8.8,0.0,8.170833333333333,1.1782371381106547,76.08333333333333,29.02413413555765,45.75,45.125,44.625,44.375
2016-01-05 06:00:00,49.625,5.7,5.5,982.1,150.0,2.6,6,1,1,0,9.8,0.0,8.141666666666666,1.2314419496518365,76.22395833333333,28.881127694590354,45.125,45.75,45.125,46.25
2016-01-05 07:00:00,57.5,7.1,6.9,982.5,150.0,2.6,7,1,1,0,8.4,0.0,8.158333333333333,1.2136601725741647,76.30208333333333,28.825466092866854,49.625,45.125,45.75,55.625
2016-01-05 08:00:00,69.125,6.7,6.3,982.9,160.0,2.6,8,1,1,0,8.8,0.0,8.129166666666666,1.2407848731545987,76.34895833333333,28.812290251209287,57.5,49.625,45.125,68.0
2016-01-05 09:00:00,76.0,6.7,6.4,983.5,180.0,1.5,9,1,1,0,8.8,0.0,8.0875,1.272215629795378,75.95833333333333,28.74807807060544,69.125,57.5,49.625,85.375
2016-01-05 10:00:00,87.5,7.4,6.8,984.0,170.0,2.1,10,1,1,0,8.1,0.0,8.025,1.267400626410641,75.66666666666667,28.58684011107618,76.0,69.125,57.5,94.5
2016-01-05 11:00:00,97.875,8.7,8.3,984.5,190.0,3.1,11,1,1,0,6.800000000000001,0.0,7.983333333333333,1.225691168516649,75.11458333333333,27.994077320680425,87.5,76.0,69.125,111.125
2016-01-05 12:00:00,103.25,9.3,7.8,984.7,220.0,4.1,12,1,1,0,6.199999999999999,0.0,7.9624999999999995,1.197393001482804,74.61979166666667,27.353773266429517,97.875,87.5,76.0,115.125
2016-01-05 13:00:00,107.0,9.6,7.8,984.7,210.0,3.6,13,1,1,0,5.9,0.0,7.941666666666667,1.1624250014766413,74.30729166666667,26.917723350786837,103.25,97.875,87.5,114.5
2016-01-05 14:00:00,105.375,9.3,7.5,984.9,180.0,3.1,14,1,1,0,6.199999999999999,0.0,7.895833333333333,1.0800479726328849,73.94791666666667,26.41768173997285,107.0,103.25,97.875,114.0
2016-01-05 15:00:00,108.125,9.4,7.7,985.2,190.0,3.1,15,1,1,0,6.1,0.0,7.879166666666666,1.0521114037007204,73.67708333333333,26.01274553471097,105.375,107.0,103.25,114.625
2016-01-05 16:00:00,109.125,9.2,7.6,985.8,160.0,2.6,16,1,1,0,6.300000000000001,0.0,7.879166666666666,1.0521114037007204,73.35416666666667,25.496154512544404,108.125,105.375,107.0,116.875
2016-01-05 17:00:00,107.5,8.7,7.8,986.4,130.0,1.5,17,1,1,0,6.800000000000001,0.0,7.883333333333334,1.0552834635328063,72.99479166666667,24.92138397646765,109.125,108.125,105.375,116.125
2016-01-05 18:00:00,87.875,9.0,7.8,986.9,160.0,3.1,18,1,1,0,6.5,0.0,7.916666666666667,1.0781089186996409,72.81770833333333,24.79431636217776,107.5,109.125,108.125,92.125
2016-01-05 19:00:00,75.5,8.7,7.8,987.6,180.0,2.1,19,1,1,0,6.800000000000001,0.0,7.958333333333333,1.0886436182407124,72.859375,24.79810631411815,87.875,107.5,109.125,74.5
2016-01-05 20:00:00,66.75,8.2,7.6,988.2,210.0,3.1,20,1,1,0,7.300000000000001,0.0,7.983333333333333,1.0869449274743948,72.93229166666667,24.776555230401723,75.5,87.875,107.5,65.0
2016-01-05 21:00:00,60.125,7.5,6.8,988.7,200.0,1.5,21,1,1,0,8.0,0.0,7.966666666666666,1.0913361043938854,73.01041666666667,24.731160942381436,66.75,75.5,87.875,58.25
2016-01-05 22:00:00,56.5,6.9,6.4,989.3,210.0,2.1,22,1,1,0,8.6,0.0,7.954166666666667,1.1021635508188528,72.97395833333333,24.7558452464818,60.125,66.75,75.5,57.375
2016-01-05 23:00:00,51.5,6.5,6.2,989.6,210.0,0.5,23,1,1,0,9.0,0.0,7.904166666666666,1.140739335643361,72.921875,24.80151677569342,56.5,60.125,66.75,52.75
2016-01-06 00:00:00,62.2512,6.4,6.2,990.0,110.0,1.5,0,2,1,0,9.1,0.0,7.8625,1.1776219589753192,73.578175,24.2747504393253,51.5,56.5,60.125,46.5
2016-01-06 01:00:00,62.2512,6.3,6.1,990.4,110.0,1.5,1,2,1,0,9.2,0.0,7.7875000000000005,1.2184496564148188,74.22405833333333,23.730001306911397,62.2512,51.5,56.5,46.75
2016-01-06 02:00:00,62.2512,6.5,6.4,990.9,300.0,0.5,2,2,1,0,9.0,0.0,7.716666666666668,1.2426012920540892,74.95848333333333,23.036736339569515,62.2512,62.2512,51.5,44.625
2016-01-06 03:00:00,62.26813925233645,6.4,6.3,991.6,0.0,0.0,3,2,1,0,9.1,0.0,7.637499999999999,1.2641589401997502,75.67278080218068,22.326296535924858,62.2512,62.2512,62.2512,45.125
2016-01-06 04:00:00,62.285078504672896,6.2,6.1,991.8,110.0,1.0,4,2,1,0,9.3,0.0,7.629166666666666,1.2732973854854397,76.36174240654206,21.606285940104357,62.26813925233645,62.2512,62.2512,45.75
2016-01-06 05:00:00,62.30201775700935,5.6,5.5,992.2,70.0,1.0,5,2,1,0,9.9,0.0,7.583333333333333,1.3268683846353888,77.07745147975078,20.795876109246873,62.285078504672896,62.26813925233645,62.2512,45.125
2016-01-06 06:00:00,62.3189570093458,5.6,5.5,992.9,350.0,1.0,6,2,1,0,9.9,0.0,7.579166666666667,1.333181603685633,77.6063663551402,20.220777837973277,62.30201775700935,62.285078504672896,62.26813925233645,49.625
2016-01-06 07:00:00,62.33589626168224,4.9,4.9,993.7,330.0,2.1,7,2,1,0,10.6,0.0,7.4875,1.438994969323774,77.80786203271028,20.034951604465817,62.3189570093458,62.30201775700935,62.285078504672896,57.5
2016-01-06 08:00:00,62.352835514018686,5.4,5.4,994.3,320.0,1.0,8,2,1,0,10.1,0.0,7.433333333333334,1.4933669768466928,77.52568851246106,20.209488085256943,62.33589626168224,62.3189570093458,62.30201775700935,69.125
2016-01-06 09:00:00,62.369774766355135,5.6,5.6,995.4,310.0,2.1,9,2,1,0,9.9,0.0,7.387499999999999,1.5332013963400664,76.95776246105919,20.444379939360136,62.352835514018686,62.33589626168224,62.3189570093458,76.0
2016-01-06 10:00:00,62.38671401869159,5.0,5.0,995.8,310.0,2.1,10,2,1,0,10.5,0.0,7.2875000000000005,1.6087566087158602,75.91137554517134,20.523867232343168,62.369774766355135,62.352835514018686,62.33589626168224,87.5
2016-01-06 11:00:00,62.403653271028034,5.8,5.7,996.9,330.0,2.6,11,2,1,0,9.7,0.0,7.166666666666667,1.6069595018480425,74.4334027647975,20.147178008048193,62.38671401869159,62.369774766355135,62.352835514018686,97.875
