building_id,date,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
Robin_assembly_Colleen,2016-02-03,0.4017,0.4017,0.3732,0.3732,0.3732,0.3761,0.5128,0.6524,0.8063,0.8689,0.8775,0.9316,0.9259,0.9744,0.9658,0.9943,1.0,0.9658,0.8889,0.812,0.7749,0.7379,0.6638,0.5014
Robin_assembly_Colleen,2016-02-04,0.4096,0.3976,0.3855,0.3795,0.3765,0.3855,0.5422,0.7319,0.7922,0.8976,0.9157,0.9398,0.9608,0.9789,1.0,0.9608,0.9608,0.9428,0.9548,0.9488,0.9036,0.8373,0.6928,0.5693
Robin_assembly_Colleen,2016-02-05,0.3838,0.381,0.3613,0.3585,0.3557,0.3669,0.4902,0.6331,0.7479,0.7703,0.8095,0.8964,0.9496,0.9328,0.9916,0.9692,0.9916,1.0,0.916,0.8403,0.7927,0.7395,0.6443,0.4958
Robin_assembly_Colleen,2016-02-06,0.4906,0.4944,0.4644,0.4757,0.4719,0.4682,0.4719,0.7978,0.8764,0.7828,0.8989,0.9625,0.9888,0.9738,0.985,0.9625,1.0,0.9438,0.985,0.9438,0.5506,0.4981,0.4906,0.4906
Robin_assembly_Colleen,2016-02-07,0.4326,0.4362,0.4184,0.4255,0.4184,0.4255,0.4255,0.4326,0.5,0.5496,0.7908,0.8617,0.9574,0.9149,0.9397,1.0,0.9043,0.8546,0.8617,0.8652,0.5142,0.4433,0.4433,0.4504
Robin_assembly_Colleen,2016-02-08,0.3571,0.3324,0.3187,0.3269,0.3104,0.3159,0.4423,0.6511,0.7033,0.8489,0.8434,0.8626,0.9121,0.9725,1.0,0.9643,0.989,0.9423,0.8571,0.8132,0.75,0.7308,0.6374,0.489
Robin_assembly_Colleen,2016-02-09,0.3687,0.3547,0.3464,0.3408,0.3408,0.3464,0.4777,0.6341,0.7346,0.8575,0.9078,0.9581,0.9749,0.9665,1.0,0.9749,0.986,0.9665,0.905,0.824,0.8073,0.7346,0.6704,0.5056
Robin_assembly_Colleen,2016-02-10,0.3908,0.3506,0.3391,0.3391,0.3391,0.3534,0.4713,0.6351,0.7672,0.8391,0.8793,0.9282,0.954,0.9914,1.0,0.9598,0.9943,0.9971,0.9195,0.8822,0.8305,0.8017,0.6609,0.5489
Robin_assembly_Colleen,2016-02-11,0.4244,0.4128,0.3895,0.3953,0.3953,0.3953,0.5116,0.657,0.7442,0.8517,0.8837,0.9273,0.9012,0.9331,0.9738,0.9448,1.0,0.9738,0.9041,0.8953,0.8256,0.7907,0.6831,0.532
Robin_assembly_Colleen,2016-02-12,0.3884,0.3768,0.3536,0.3565,0.3594,0.3478,0.4899,0.629,0.7797,0.8435,0.8493,0.8754,0.9362,0.9768,1.0,0.9507,0.9681,0.9652,0.9159,0.858,0.7594,0.7478,0.6783,0.513
Robin_assembly_Colleen,2016-02-13,0.4618,0.4352,0.4252,0.4153,0.4219,0.412,0.4252,0.6346,0.7276,0.6977,0.814,0.8239,0.9037,0.8904,0.9203,0.9169,0.9468,1.0,0.9801,0.9236,0.5615,0.4751,0.4884,0.4718
Robin_assembly_Colleen,2016-02-14,0.4716,0.4894,0.4752,0.4823,0.4787,0.4752,0.4716,0.5071,0.5993,0.6028,0.773,0.8475,0.9043,0.9787,0.9255,1.0,0.9787,0.961,1.0,0.9043,0.5071,0.4539,0.4539,0.4539
Robin_assembly_Colleen,2016-02-15,0.3765,0.3855,0.3675,0.3675,0.3705,0.3825,0.5181,0.6807,0.7771,0.8464,0.9217,0.9277,0.9759,1.0,0.9518,0.9819,1.0,0.994,0.9066,0.8675,0.7982,0.8042,0.741,0.5422
Robin_assembly_Colleen,2016-02-16,0.3931,0.3868,0.3868,0.3836,0.3774,0.3868,0.5252,0.6887,0.8113,0.8836,0.8931,0.9686,0.9686,1.0,0.9686,0.9214,0.9623,0.9811,0.978,0.9119,0.8208,0.7358,0.6887,0.5377
Robin_assembly_Colleen,2016-02-17,0.4063,0.3905,0.3778,0.3778,0.381,0.3778,0.5111,0.6794,0.7492,0.7651,0.8508,0.9175,0.9651,0.9683,0.9937,0.981,1.0,0.9968,0.9683,0.9873,0.8889,0.8286,0.7333,0.5397
Robin_assembly_Colleen,2016-02-18,0.3856,0.3918,0.3636,0.3636,0.373,0.3699,0.4984,0.6834,0.7712,0.8997,0.8871,0.9216,0.9561,0.9561,0.9592,0.9812,1.0,0.9624,0.9373,0.931,0.8903,0.8527,0.7241,0.5455
Robin_assembly_Colleen,2016-02-19,0.4071,0.3942,0.3686,0.3782,0.375,0.375,0.5385,0.6987,0.7853,0.8814,0.9295,0.984,1.0,0.9936,0.9551,0.9295,0.9487,0.9872,0.9487,0.8814,0.8077,0.7853,0.7147,0.5385
Robin_assembly_Colleen,2016-02-20,0.5,0.4924,0.5,0.4656,0.4771,0.4809,0.4885,0.7137,0.7786,0.7748,0.8588,0.8664,0.9771,0.958,1.0,0.9809,0.9885,0.9656,0.9885,0.9542,0.5649,0.5344,0.5038,0.5038
Robin_assembly_Colleen,2016-02-21,0.4853,0.4779,0.4522,0.4522,0.4485,0.4743,0.4596,0.4743,0.4963,0.5625,0.8346,0.8456,0.9485,0.9706,0.9596,0.9559,0.9669,1.0,0.9779,0.9375,0.5588,0.5,0.4853,0.4743
Robin_assembly_Colleen,2016-02-22,0.4072,0.3862,0.3772,0.3653,0.3623,0.3683,0.506,0.6737,0.7485,0.8084,0.8802,0.9192,0.976,0.976,0.976,0.9731,1.0,0.9521,0.9012,0.8772,0.8353,0.8174,0.7365,0.5419
Robin_assembly_Colleen,2016-02-23,0.4294,0.3882,0.3735,0.3529,0.3618,0.3706,0.4882,0.6676,0.7088,0.8206,0.8176,0.95,0.9382,0.9118,0.9118,0.9088,0.9529,1.0,0.9235,0.9147,0.9,0.85,0.7559,0.5882
Robin_assembly_Colleen,2016-02-24,0.4431,0.4431,0.4192,0.4162,0.4162,0.4162,0.5539,0.7006,0.7844,0.8234,0.8323,0.982,0.9701,1.0,0.9701,0.9581,0.9521,0.9401,0.9281,0.9132,0.8952,0.8743,0.7156,0.5569
Robin_assembly_Colleen,2016-02-25,0.4058,0.3855,0.3797,0.3623,0.3652,0.371,0.4899,0.6696,0.6986,0.7478,0.8029,0.9304,0.9449,0.9478,1.0,0.9478,0.9594,0.9507,0.913,0.8986,0.8609,0.8522,0.7304,0.6029
Robin_assembly_Colleen,2016-02-26,0.4157,0.407,0.3808,0.3837,0.375,0.3895,0.4855,0.6453,0.7791,0.8198,0.8256,0.8983,0.9186,0.936,0.9826,0.9273,0.9971,1.0,0.9244,0.8779,0.8052,0.7703,0.6919,0.5291
Robin_assembly_Colleen,2016-02-27,0.5921,0.5126,0.4946,0.491,0.4874,0.4946,0.5018,0.7437,0.769,0.7653,0.87,0.87,0.935,0.9819,1.0,1.0,1.0,0.9639,0.9819,0.9783,0.7437,0.7148,0.7004,0.6715
Robin_assembly_Colleen,2016-02-28,0.5576,0.6259,0.5827,0.6043,0.6007,0.6079,0.6007,0.5719,0.6187,0.6367,0.8058,0.9173,0.9964,1.0,0.9856,0.9748,0.9532,0.9424,0.9245,0.8705,0.5396,0.4964,0.4964,0.4748
Robin_assembly_Colleen,2016-02-29,0.3897,0.3754,0.3639,0.3582,0.3668,0.3725,0.4556,0.6418,0.7335,0.8281,0.8166,0.8625,0.8854,0.937,0.9341,0.9169,1.0,0.9914,0.9112,0.8195,0.7822,0.7679,0.6648,0.5387
Robin_assembly_Colleen,2016-03-01,0.3953,0.3835,0.3687,0.3628,0.3658,0.3687,0.4926,0.6696,0.7404,0.7965,0.8083,0.8643,0.9086,0.9853,0.9853,0.9115,1.0,0.9499,0.9086,0.8407,0.7876,0.7522,0.649,0.5103
Robin_assembly_Colleen,2016-03-02,0.4098,0.3976,0.3731,0.3731,0.3731,0.3761,0.5291,0.6911,0.789,0.844,0.8379,0.9052,0.9419,1.0,0.9878,0.9541,0.9388,0.9511,0.9388,0.8869,0.844,0.8135,0.7278,0.5933
Robin_assembly_Colleen,2016-03-03,0.4259,0.4227,0.3912,0.388,0.3849,0.3912,0.5584,0.7287,0.776,0.8675,0.9022,0.9054,0.9558,0.9905,1.0,0.9338,0.959,0.9527,0.9464,0.9653,0.9274,0.8927,0.7382,0.571
Robin_assembly_Colleen,2016-03-04,0.3988,0.408,0.3865,0.3834,0.3896,0.3804,0.5276,0.6871,0.7761,0.8252,0.8712,0.9018,0.9264,0.954,1.0,0.9172,0.8865,0.8957,0.8926,0.8528,0.8098,0.7791,0.6902,0.5184
Robin_assembly_Colleen,2016-03-05,0.4892,0.4317,0.4317,0.4209,0.4209,0.4209,0.446,0.6871,0.7266,0.7302,0.8417,0.8453,0.9209,0.9496,0.9245,0.9532,0.9353,1.0,0.9712,0.9029,0.5863,0.5432,0.536,0.5252
Robin_assembly_Colleen,2016-03-06,0.5214,0.5603,0.5447,0.537,0.5486,0.5525,0.5486,0.5447,0.5798,0.6187,0.8794,0.9494,0.965,1.0,0.9611,0.9689,0.9767,0.9689,0.9689,0.9494,0.5759,0.5331,0.5175,0.4981
Robin_assembly_Colleen,2016-03-07,0.369,0.372,0.3542,0.3601,0.3601,0.3631,0.494,0.6518,0.7262,0.7857,0.8274,0.9167,0.9196,0.9821,1.0,0.9107,0.9077,0.9881,0.9048,0.8869,0.8423,0.8036,0.7083,0.5238
Robin_assembly_Colleen,2016-03-08,0.5113,0.3738,0.3674,0.3578,0.361,0.361,0.5431,0.7061,0.7636,0.8243,0.901,1.0,0.7444,0.6456,0.6456,0.6456,0.6456,0.6456,0.6456,0.6456,0.6456,0.6456,0.6456,0.6456
Robin_assembly_Colleen,2016-03-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-03-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Robin_assembly_Colleen,2016-04-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
