timestamp,electricity,airTemperature,dewTemperature,precipDepth1HR,seaLvlPressure,windDirection,windSpeed,hour,day_of_week,month,is_weekend,HDD,CDD,airTemperature_rolling_24h_mean,airTemperature_rolling_24h_std,electricity_rolling_24h_mean,electricity_rolling_24h_std,electricity_lag_24h
2016-01-02 10:00:00,35.03,14.4,0.0,0.0,1021.3,80.0,7.7,10,5,1,1,1.0999999999999996,0.0,12.799999999999999,2.958554288543788,28.608333333333334,4.820052919307789,23.14
2016-01-02 11:00:00,34.92,16.1,0.0,0.0,1021.3,70.0,7.7,11,5,1,1,0.0,0.0,13.029166666666667,2.993540751665831,29.0775,4.86525056327814,23.66
2016-01-02 12:00:00,34.9,17.8,-0.6,0.0,1020.5,100.0,5.1,12,5,1,1,0.0,0.0,13.262500000000001,3.1407299760738208,29.539166666666663,4.870363718822567,23.82
2016-01-02 13:00:00,42.71,18.9,-0.6,0.0,1018.9,100.0,5.7,13,5,1,1,0.0,0.0,13.450000000000001,3.3396172652357694,30.33583333333333,5.39087870280957,23.59
2016-01-02 14:00:00,48.4,20.6,-0.6,0.0,1017.8,100.0,4.1,14,5,1,1,0.0,0.0,13.612499999999999,3.590120804555791,31.375833333333333,6.328745267955305,23.44
2016-01-02 15:00:00,44.49,20.6,-1.1,0.0,1017.1,100.0,3.1,15,5,1,1,0.0,0.0,13.729166666666666,3.7729563044597123,32.262499999999996,6.618983404145068,23.21
2016-01-02 16:00:00,48.93,20.6,-1.7,0.0,1016.6,110.0,2.1,16,5,1,1,0.0,0.0,13.799999999999999,3.8884444190447125,33.31041666666667,7.184371007636113,23.78
2016-01-02 17:00:00,42.61,20.0,-1.1,0.0,1016.4,70.0,2.6,17,5,1,1,0.0,0.0,13.870833333333332,3.9881868133239426,34.04583333333333,7.1957776971406435,24.96
2016-01-02 18:00:00,39.17,18.9,-1.1,0.0,1016.4,60.0,3.1,18,5,1,1,0.0,0.0,13.941666666666668,4.064257423662664,34.470416666666665,7.184493857799146,28.98
2016-01-02 19:00:00,39.21,16.7,-0.6,0.0,1016.8,80.0,3.6,19,5,1,1,0.0,0.0,14.0375,4.102471418441621,34.89041666666666,7.15329020020898,29.13
2016-01-02 20:00:00,39.14,15.6,-0.6,0.0,1017.5,90.0,2.6,20,5,1,1,0.0,0.0,14.179166666666667,4.094957574411712,35.31,7.092115646816973,29.07
2016-01-02 21:00:00,39.18,15.0,-0.6,0.0,1018.2,100.0,2.1,21,5,1,1,0.5,0.0,14.316666666666668,4.0633747664661195,35.7325,7.003838233426015,29.04
2016-01-02 22:00:00,39.21,13.9,0.0,0.0,1018.5,110.0,3.1,22,5,1,1,1.5999999999999996,0.0,14.408333333333333,4.026425393481832,36.15625,6.888017833449119,29.04
2016-01-02 23:00:00,36.8,13.3,0.6,0.0,1018.7,100.0,2.6,23,5,1,1,2.1999999999999993,0.0,14.5,3.972514262430955,36.48166666666666,6.71710319723606,28.99
2016-01-03 00:00:00,27.79,12.2,0.6,0.0,1018.4,100.0,3.1,0,6,1,1,3.3000000000000007,0.0,14.566666666666668,3.917260207878952,36.4875,6.709156138215639,27.65
2016-01-03 01:00:00,26.81,11.7,0.6,0.0,1018.5,130.0,2.1,1,6,1,1,3.8000000000000007,0.0,14.591666666666667,3.896031053651197,36.504583333333336,6.682824174649174,26.4
2016-01-03 02:00:00,26.33,12.2,0.6,0.0,1018.1,80.0,4.1,2,6,1,1,3.3000000000000007,0.0,14.683333333333332,3.808191019444754,36.525,6.649491644511995,25.84
2016-01-03 03:00:00,26.19,11.7,0.0,0.0,1018.2,90.0,2.6,3,6,1,1,3.8000000000000007,0.0,14.729166666666666,3.7632639818515807,36.53916666666667,6.626080825152176,25.85
2016-01-03 04:00:00,26.14,12.2,0.0,0.0,1018.2,100.0,2.6,4,6,1,1,3.3000000000000007,0.0,14.775,3.723631934363097,36.55083333333334,6.6066783844351304,25.86
2016-01-03 05:00:00,34.2,12.2,0.0,0.0,1017.5,100.0,3.1,5,6,1,1,3.3000000000000007,0.0,14.866666666666667,3.6267924104373224,36.55833333333333,6.603781964290168,34.02
2016-01-03 06:00:00,39.22,12.2,0.0,0.0,1017.3,90.0,4.6,6,6,1,1,3.3000000000000007,0.0,14.958333333333334,3.5248085568323853,36.560833333333335,6.6048209775078375,39.16
2016-01-03 07:00:00,38.98,11.7,0.0,0.0,1018.1,90.0,3.6,7,6,1,1,3.8000000000000007,0.0,15.054166666666665,3.3960308247009188,36.556666666666665,6.60319400097353,39.08
2016-01-03 08:00:00,33.7,11.7,0.0,0.0,1018.6,90.0,4.1,8,6,1,1,3.8000000000000007,0.0,15.1,3.3402681485694807,36.55375,6.604493735329004,33.77
2016-01-03 09:00:00,32.98,13.3,0.6,0.0,1019.1,90.0,5.1,9,6,1,1,2.1999999999999993,0.0,15.145833333333334,3.306118066050671,36.54333333333333,6.610158629068544,33.23
2016-01-03 10:00:00,34.58,15.6,0.0,0.0,1019.5,80.0,7.2,10,6,1,1,0.0,0.0,15.195833333333333,3.303421041845878,36.52458333333333,6.615274143431524,35.03
2016-01-03 11:00:00,39.86,17.8,0.0,0.0,1018.8,90.0,7.2,11,6,1,1,0.0,0.0,15.266666666666667,3.3416562759605646,36.73041666666666,6.639984598703114,34.92
2016-01-03 12:00:00,45.31,18.9,0.6,0.0,1017.8,90.0,4.6,12,6,1,1,0.0,0.0,15.3125,3.3851738764667623,37.16416666666667,6.851847048133412,34.9
2016-01-03 13:00:00,47.98,19.4,0.0,0.0,1016.4,60.0,3.6,13,6,1,1,0.0,0.0,15.333333333333334,3.409662314870673,37.38375,7.116631966279998,42.71
2016-01-03 14:00:00,50.4,21.1,0.0,0.0,1014.6,90.0,4.6,14,6,1,1,0.0,0.0,15.354166666666666,3.4445898558989985,37.467083333333335,7.261472769029873,48.4
2016-01-03 15:00:00,54.31,21.1,0.0,0.0,1013.7,80.0,5.7,15,6,1,1,0.0,0.0,15.375,3.4790365982803166,37.87625,7.921108734701006,44.49
2016-01-03 16:00:00,58.6,21.1,-0.6,0.0,1013.2,80.0,4.1,16,6,1,1,0.0,0.0,15.395833333333334,3.513016685397896,38.27916666666666,8.71406505083276,48.93
2016-01-03 17:00:00,52.73,20.6,-1.1,0.0,1012.8,70.0,5.7,17,6,1,1,0.0,0.0,15.420833333333334,3.549155339399555,38.700833333333335,9.165878556371176,42.61
2016-01-03 18:00:00,53.79,19.4,-2.2,0.0,1012.7,70.0,4.6,18,6,1,1,0.0,0.0,15.441666666666665,3.571860636390656,39.309999999999995,9.670356766945055,39.17
2016-01-03 19:00:00,51.66,18.3,-2.2,0.0,1012.1,80.0,4.6,19,6,1,1,0.0,0.0,15.508333333333333,3.611083983547301,39.82875000000001,9.993296584732928,39.21
2016-01-03 20:00:00,49.98,18.3,-2.8,0.0,1011.8,80.0,5.1,20,6,1,1,0.0,0.0,15.620833333333332,3.6558445365417658,40.28041666666666,10.203569059793294,39.14
2016-01-03 21:00:00,58.0,17.2,-2.2,0.0,1011.7,80.0,2.6,21,6,1,1,0.0,0.0,15.712499999999999,3.6671648212327352,41.06458333333333,10.819888281656896,39.18
2016-01-03 22:00:00,63.77,17.2,-1.7,0.0,1011.5,70.0,2.1,22,6,1,1,0.0,0.0,15.85,3.658105948497766,42.087916666666665,11.757648751628304,39.21
2016-01-03 23:00:00,56.27,16.7,-1.7,0.0,1011.5,90.0,3.1,23,6,1,1,0.0,0.0,15.991666666666667,3.6207033506796917,42.899166666666666,12.045109747967416,36.8
2016-01-04 00:00:00,36.77,16.7,-1.7,0.0,1011.2,110.0,1.5,0,0,1,0,0.0,0.0,16.179166666666667,3.5312245894943066,43.27333333333333,11.689584984140764,27.79
2016-01-04 01:00:00,36.38,15.6,-1.1,0.0,1010.7,110.0,2.6,1,0,1,0,0.0,0.0,16.341666666666665,3.403568034037045,43.672083333333326,11.25886664277138,26.81
2016-01-04 02:00:00,35.37,16.1,-0.6,0.0,1009.6,90.0,4.6,2,0,1,0,0.0,0.0,16.504166666666666,3.2883826031846555,44.04874999999999,10.795126643033438,26.33
2016-01-04 03:00:00,26.65,15.0,-0.6,0.0,1010.1,110.0,2.1,3,0,1,0,0.5,0.0,16.641666666666666,3.1446181307760965,44.06791666666666,10.762398705948272,26.19
2016-01-04 04:00:00,25.32,15.6,-0.6,0.0,1009.4,120.0,2.6,4,0,1,0,0.0,0.0,16.783333333333335,3.0095018606532404,44.03375,10.822919244744497,26.14
2016-01-04 05:00:00,35.51,15.6,2.2,3.0,1009.2,0.0,0.0,5,0,1,0,0.0,0.0,16.925,2.860715933498792,44.08833333333333,10.7743627539462,34.2
2016-01-04 06:00:00,43.46,13.9,4.4,0.0,1009.4,270.0,1.5,6,0,1,0,1.5999999999999996,0.0,16.995833333333334,2.7578314049214403,44.26499999999999,10.725717975359805,39.22
2016-01-04 07:00:00,46.19,14.4,3.3,0.0,1009.8,0.0,0.0,7,0,1,0,1.0999999999999996,0.0,17.108333333333334,2.581862601447562,44.565416666666664,10.67209281426243,38.98
2016-01-04 08:00:00,55.01,13.9,2.8,0.0,1010.0,80.0,4.6,8,0,1,0,1.5999999999999996,0.0,17.2,2.415169451251986,45.453333333333326,10.615129754748398,33.7
2016-01-04 09:00:00,71.57,13.9,3.9,0.0,1010.7,100.0,2.6,9,0,1,0,1.5999999999999996,0.0,17.225,2.375829374637677,47.06125,11.527112203881307,32.98
2016-01-04 10:00:00,72.66,15.0,3.3,0.0,1011.5,120.0,3.6,10,0,1,0,0.5,0.0,17.2,2.39673691215513,48.64791666666667,12.327423292652508,34.58
2016-01-04 11:00:00,74.84,16.1,3.9,0.0,1011.9,140.0,7.2,11,0,1,0,0.0,0.0,17.129166666666666,2.4033453435949776,50.10541666666666,13.27471901910664,39.86
2016-01-04 12:00:00,76.34,13.3,7.8,8.0,1012.5,140.0,7.7,12,0,1,0,2.1999999999999993,0.0,16.895833333333332,2.4940763153252985,51.39833333333333,14.261770018408328,45.31
2016-01-04 13:00:00,77.81,12.2,9.4,18.0,1011.0,90.0,5.7,13,0,1,0,3.3000000000000007,0.0,16.595833333333335,2.6100939790954074,52.64124999999999,15.218653974788552,47.98
2016-01-04 14:00:00,79.13,13.3,9.4,0.0,1010.3,120.0,6.7,14,0,1,0,2.1999999999999993,0.0,16.270833333333332,2.508503653517391,53.83833333333334,16.13692677671622,50.4
2016-01-04 15:00:00,78.36,13.9,8.9,-1.0,1009.9,110.0,6.7,15,0,1,0,1.5999999999999996,0.0,15.970833333333333,2.330045561537485,54.84041666666666,16.896357847610005,54.31
2016-01-04 16:00:00,78.13,14.4,8.3,0.0,1009.9,90.0,4.6,16,0,1,0,1.0999999999999996,0.0,15.691666666666668,2.076350616841464,55.65416666666667,17.543209491862136,58.6
2016-01-04 17:00:00,68.37,14.4,7.8,0.0,1010.0,110.0,3.1,17,0,1,0,1.0999999999999996,0.0,15.433333333333332,1.807392228230116,56.30583333333333,17.719463854060642,52.73
2016-01-04 18:00:00,62.62,14.4,8.3,-1.0,1010.3,90.0,2.6,18,0,1,0,1.0999999999999996,0.0,15.225000000000001,1.6073878350211166,56.673750000000005,17.75658697436701,53.79
2016-01-04 19:00:00,62.02,13.9,9.4,8.0,1011.1,350.0,2.6,19,0,1,0,1.5999999999999996,0.0,15.041666666666666,1.4878980407642541,57.10541666666666,17.75532913979119,51.66
2016-01-04 20:00:00,61.02,12.2,10.6,13.0,1011.8,350.0,4.1,20,0,1,0,3.3000000000000007,0.0,14.7875,1.42685805637542,57.565416666666664,17.70564070747845,49.98
2016-01-04 21:00:00,61.17,11.7,10.6,20.0,1011.9,90.0,3.6,21,0,1,0,3.8000000000000007,0.0,14.558333333333335,1.4637404933539362,57.6975,17.7208411445271,58.0
2016-01-04 22:00:00,60.85,11.7,10.0,-1.0,1012.4,100.0,3.6,22,0,1,0,3.8000000000000007,0.0,14.329166666666667,1.4627190781039414,57.57583333333333,17.687328531457467,63.77
2016-01-04 23:00:00,55.19,11.7,10.0,0.0,1012.9,110.0,2.6,23,0,1,0,3.8000000000000007,0.0,14.120833333333332,1.4664299051324061,57.530833333333334,17.692168475410757,56.27
2016-01-05 00:00:00,33.87,11.7,10.0,-1.0,1013.0,110.0,4.6,0,1,1,0,3.8000000000000007,0.0,13.9125,1.4389949693237654,57.41,17.849330032488474,36.77
2016-01-05 01:00:00,35.25,11.7,9.4,0.0,1013.0,120.0,3.1,1,1,1,0,3.8000000000000007,0.0,13.75,1.460196532335101,57.36291666666667,17.90860722843399,36.38
2016-01-05 02:00:00,30.49,11.7,10.0,0.0,1013.0,110.0,1.5,2,1,1,0,3.8000000000000007,0.0,13.566666666666668,1.428184212532653,57.15958333333333,18.194590567138256,35.37
2016-01-05 03:00:00,29.2,11.7,9.4,0.0,1013.2,130.0,4.6,3,1,1,0,3.8000000000000007,0.0,13.429166666666667,1.4429677048019571,57.265833333333326,18.01524062918771,26.65
2016-01-05 04:00:00,29.12,11.1,9.4,0.0,1013.2,100.0,3.6,4,1,1,0,4.4,0.0,13.241666666666665,1.440988992103097,57.42416666666667,17.736813329948777,25.32
2016-01-05 05:00:00,40.39,11.1,9.4,0.0,1013.0,90.0,4.6,5,1,1,0,4.4,0.0,13.054166666666667,1.4132845390811362,57.6275,17.50107381798637,35.51
2016-01-05 06:00:00,51.11,11.1,9.4,0.0,1012.9,80.0,5.1,6,1,1,0,4.4,0.0,12.9375,1.4553686220634756,57.94625,17.3003339531728,43.46
2016-01-05 07:00:00,58.42,11.1,9.4,0.0,1013.6,90.0,4.1,7,1,1,0,4.4,0.0,12.799999999999999,1.467028940765472,58.45583333333334,17.118155354874617,46.19
2016-01-05 08:00:00,62.98,11.1,8.9,0.0,1014.0,90.0,4.1,8,1,1,0,4.4,0.0,12.683333333333335,1.4869480464204554,58.78791666666667,17.125706835090007,55.01
2016-01-05 09:00:00,73.82,11.7,8.9,0.0,1014.3,100.0,3.6,9,1,1,0,3.8000000000000007,0.0,12.591666666666667,1.4764577664910945,58.88166666666666,17.204697454263847,71.57
2016-01-05 10:00:00,79.13,11.7,9.4,0.0,1014.8,100.0,4.6,10,1,1,0,3.8000000000000007,0.0,12.454166666666666,1.3937684813878286,59.151250000000005,17.47849046125972,72.66
2016-01-05 11:00:00,80.49,12.8,11.1,-1.0,1014.8,110.0,4.6,11,1,1,0,2.6999999999999993,0.0,12.316666666666668,1.1619573690700626,59.38666666666666,17.735153905674746,74.84
2016-01-05 12:00:00,79.94,13.3,10.0,0.0,1014.2,140.0,4.1,12,1,1,0,2.1999999999999993,0.0,12.316666666666668,1.1619573690700626,59.53666666666667,17.89924061218109,76.34
2016-01-05 13:00:00,77.98,12.8,11.1,5.0,1013.3,120.0,2.6,13,1,1,0,2.6999999999999993,0.0,12.341666666666669,1.1657864174086445,59.54375000000001,17.90681842750552,77.81
2016-01-05 15:00:00,81.84,13.9,11.7,-1.0,1011.7,80.0,3.6,15,1,1,0,1.5999999999999996,0.0,12.366666666666665,1.1933390008771532,59.7725,18.177432078171023,78.36
2016-01-05 16:00:00,81.2,13.9,11.7,0.0,1011.4,80.0,4.1,16,1,1,0,1.5999999999999996,0.0,12.345833333333333,1.1602020688568435,59.900416666666665,18.3224560436371,78.13
2016-01-05 17:00:00,69.36,13.3,11.7,3.0,1011.4,90.0,3.1,17,1,1,0,2.1999999999999993,0.0,12.300000000000002,1.0954451150103277,59.94166666666667,18.343455334892266,68.37
2016-01-05 18:00:00,64.83,13.3,12.2,-1.0,1011.4,90.0,2.1,18,1,1,0,2.1999999999999993,0.0,12.254166666666665,1.0244740608962561,60.03375,18.363021635530348,62.62
2016-01-05 19:00:00,63.02,13.3,12.2,3.0,1011.4,100.0,3.1,19,1,1,0,2.1999999999999993,0.0,12.229166666666666,0.9892813230986799,60.07541666666666,18.3688580931131,62.02
2016-01-05 20:00:00,60.01,12.8,11.7,0.0,1011.4,110.0,3.6,20,1,1,0,2.6999999999999993,0.0,12.254166666666668,0.9960701767955107,60.03333333333333,18.36775687866165,61.02
2016-01-05 21:00:00,59.72,13.3,11.7,0.0,1011.4,80.0,3.1,21,1,1,0,2.1999999999999993,0.0,12.320833333333333,1.0108021638741895,59.97291666666666,18.366240172656713,61.17
2016-01-05 22:00:00,59.89,13.3,12.2,-1.0,1011.1,140.0,4.6,22,1,1,0,2.1999999999999993,0.0,12.387500000000001,1.0207893365260077,59.93291666666667,18.36529228431731,60.85
2016-01-05 23:00:00,52.89,13.3,11.7,13.0,1010.8,160.0,4.1,23,1,1,0,2.1999999999999993,0.0,12.454166666666666,1.0261702404176558,59.83708333333333,18.397091093115915,55.19
2016-01-06 00:00:00,27.29,12.8,11.7,5.0,1010.5,160.0,3.6,0,2,1,0,2.6999999999999993,0.0,12.5,1.0155315592467207,59.562916666666666,18.84448632985869,33.87
2016-01-06 01:00:00,28.68,12.8,11.7,-1.0,1010.2,130.0,2.1,1,2,1,0,2.6999999999999993,0.0,12.545833333333334,1.002596267379002,59.28916666666667,19.256252946412786,35.25
2016-01-06 02:00:00,29.0,12.8,11.1,5.0,1009.7,120.0,3.6,2,2,1,0,2.6999999999999993,0.0,12.591666666666667,0.9872740981751343,59.22708333333333,19.355287442782988,30.49
2016-01-06 03:00:00,26.56,12.8,11.1,0.0,1009.0,110.0,4.6,3,2,1,0,2.6999999999999993,0.0,12.637500000000001,0.9694518845831017,59.11708333333333,19.539977633195907,29.2
2016-01-06 04:00:00,24.31,10.6,8.3,25.0,1010.0,250.0,4.6,4,2,1,0,4.9,0.0,12.616666666666667,1.0085144764827874,58.91666666666666,19.88268936114738,29.12
2016-01-06 05:00:00,37.9,10.6,8.3,5.0,1010.0,0.0,0.0,5,2,1,0,4.9,0.0,12.595833333333333,1.0456864467552043,58.812916666666666,19.989774881644863,40.39
2016-01-06 06:00:00,53.47,10.6,7.8,-1.0,1010.8,60.0,2.1,6,2,1,0,4.9,0.0,12.574999999999998,1.0811628200591477,58.91125,19.956011475786898,51.11
2016-01-06 07:00:00,57.42,10.0,7.8,0.0,1012.1,140.0,4.1,7,2,1,0,5.5,0.0,12.529166666666669,1.166369009647742,58.86958333333334,19.95812561539057,58.42
2016-01-06 08:00:00,59.44,10.0,8.3,0.0,1013.2,130.0,2.6,8,2,1,0,5.5,0.0,12.483333333333334,1.2440000932009794,58.72208333333333,19.939499356840642,62.98
2016-01-06 09:00:00,73.61,10.6,8.3,0.0,1014.0,150.0,3.6,9,2,1,0,4.9,0.0,12.4375,1.2933987918591066,58.71333333333334,19.932630810168835,73.82
2016-01-06 10:00:00,75.23,12.2,7.8,0.0,1014.8,230.0,2.6,10,2,1,0,3.3000000000000007,0.0,12.458333333333334,1.285002678618982,58.55083333333334,19.774215735927775,79.13
2016-01-06 11:00:00,77.79,13.3,6.1,0.0,1015.4,220.0,5.1,11,2,1,0,2.1999999999999993,0.0,12.479166666666666,1.2947986805632734,58.43833333333333,19.651270269079426,80.49
2016-01-06 12:00:00,80.68,14.4,5.6,0.0,1014.9,220.0,3.6,12,2,1,0,1.0999999999999996,0.0,12.525,1.3436646838436603,58.469166666666666,19.68702174942462,79.94
2016-01-06 13:00:00,80.86,15.0,5.0,0.0,1014.3,230.0,6.2,13,2,1,0,0.5,0.0,12.616666666666665,1.4351690300893218,58.58916666666667,19.81945046328646,77.98
2016-01-06 14:00:00,81.08,14.4,5.0,0.0,1014.0,250.0,5.7,14,2,1,0,1.0999999999999996,0.0,12.637500000000001,1.4580548388327053,58.586666666666666,19.81648581724133,81.14
2016-01-06 15:00:00,79.64,15.0,4.4,0.0,1014.1,230.0,5.1,15,2,1,0,0.5,0.0,12.683333333333335,1.515619163667229,58.495000000000005,19.70904140346449,81.84
2016-01-06 16:00:00,80.45,15.0,3.9,0.0,1013.8,280.0,2.6,16,2,1,0,0.5,0.0,12.729166666666666,1.5696798805922882,58.463750000000005,19.672035727751016,81.2
2016-01-06 17:00:00,68.54,15.0,4.4,0.0,1014.3,300.0,2.1,17,2,1,0,0.5,0.0,12.799999999999999,1.6336142911268567,58.42958333333333,19.652991027845584,69.36
2016-01-06 18:00:00,68.81,14.4,3.9,0.0,1014.3,290.0,2.1,18,2,1,0,1.0999999999999996,0.0,12.845833333333333,1.6634116765843299,58.595416666666665,19.72600247723505,64.83
2016-01-06 19:00:00,63.76,14.4,4.4,0.0,1014.4,330.0,1.5,19,2,1,0,1.0999999999999996,0.0,12.891666666666667,1.6913891040944025,58.62625,19.733795953069713,63.02
2016-01-06 20:00:00,63.25,13.3,5.6,0.0,1014.5,90.0,2.1,20,2,1,0,2.1999999999999993,0.0,12.912500000000001,1.6932891840644217,58.76125,19.754745233465545,60.01
2016-01-06 21:00:00,62.55,12.2,5.6,0.0,1014.3,80.0,3.6,21,2,1,0,3.3000000000000007,0.0,12.866666666666667,1.6972270649930483,58.87916666666666,19.769157778604573,59.72
2016-01-06 22:00:00,63.21,11.7,6.7,0.0,1014.8,90.0,2.6,22,2,1,0,3.8000000000000007,0.0,12.799999999999999,1.7108350363898674,59.01749999999999,19.788145166498907,59.89
2016-01-06 23:00:00,56.4,11.7,6.1,-1.0,1014.9,110.0,2.1,23,2,1,0,3.8000000000000007,0.0,12.733333333333334,1.7216439733622282,59.16375,19.75383018721222,52.89
2016-01-07 00:00:00,34.55,10.6,7.8,3.0,1013.7,90.0,4.1,0,3,1,0,4.9,0.0,12.641666666666667,1.7756607261784954,59.46625,19.29476405942024,27.29
2016-01-07 01:00:00,34.53,10.6,6.7,-1.0,1014.1,160.0,2.6,1,3,1,0,4.9,0.0,12.549999999999999,1.8232794152534446,59.71,18.92228913442969,28.68
2016-01-07 02:00:00,31.99,10.6,7.2,3.0,1013.3,150.0,4.1,2,3,1,0,4.9,0.0,12.458333333333334,1.8649901891959346,59.834583333333335,18.720067581438443,29.0
2016-01-07 03:00:00,30.97,10.0,7.2,-1.0,1013.0,110.0,4.1,3,3,1,0,5.5,0.0,12.341666666666667,1.9291621670213865,60.01833333333334,18.398130024700784,26.56
2016-01-07 04:00:00,30.73,10.0,7.8,-1.0,1012.4,90.0,3.6,4,3,1,0,5.5,0.0,12.316666666666668,1.9564090144660555,60.285833333333336,17.896199965031826,24.31
2016-01-07 05:00:00,41.88,10.0,8.3,3.0,1011.9,80.0,3.6,5,3,1,0,5.5,0.0,12.291666666666666,1.9829527097929862,60.451666666666675,17.697077299021316,37.9
2016-01-07 06:00:00,49.97,10.0,8.9,8.0,1011.4,110.0,3.6,6,3,1,0,5.5,0.0,12.266666666666666,2.0088211266413354,60.30583333333333,17.771376330117654,53.47
2016-01-07 07:00:00,59.5,10.0,8.9,3.0,1011.4,130.0,3.1,7,3,1,0,5.5,0.0,12.266666666666666,2.0088211266413354,60.39249999999999,17.761760158076758,57.42
2016-01-07 08:00:00,64.65,10.0,8.3,-1.0,1010.4,130.0,3.6,8,3,1,0,5.5,0.0,12.266666666666666,2.0088211266413354,60.60958333333334,17.78143987889243,59.44
2016-01-07 09:00:00,75.76,11.1,7.8,5.0,1011.5,0.0,0.0,9,3,1,0,4.4,0.0,12.2875,1.9933176408669262,60.69916666666666,17.85504749404191,73.61
2016-01-07 10:00:00,79.37,9.4,7.8,66.0,1012.3,230.0,4.1,10,3,1,0,6.1,0.0,12.170833333333334,2.0787703653564145,60.87166666666667,18.020764995262887,75.23
2016-01-07 11:00:00,80.52,10.0,7.8,8.0,1012.2,190.0,1.5,11,3,1,0,5.5,0.0,12.033333333333333,2.1097427551134293,60.98541666666667,18.140418234756424,77.79
2016-01-07 12:00:00,85.15,10.0,7.2,36.0,1011.1,210.0,5.1,12,3,1,0,5.5,0.0,11.85,2.08618645212825,61.17166666666666,18.372874302757502,80.68
2016-01-07 13:00:00,83.16,10.6,7.2,-1.0,1009.9,270.0,8.2,13,3,1,0,4.9,0.0,11.666666666666664,1.988371994473311,61.267500000000005,18.485686178182846,80.86
2016-01-07 14:00:00,84.5,11.1,6.7,-1.0,1008.8,220.0,1.5,14,3,1,0,4.4,0.0,11.529166666666667,1.9034246405673156,61.410000000000004,18.657438428027884,81.08
2016-01-07 15:00:00,83.01,11.7,5.6,0.0,1008.5,140.0,2.1,15,3,1,0,3.8000000000000007,0.0,11.391666666666666,1.755219958138936,61.55041666666667,18.812639247883695,79.64
2016-01-07 16:00:00,81.16,11.7,6.7,-1.0,1008.4,140.0,3.1,16,3,1,0,3.8000000000000007,0.0,11.254166666666665,1.5808580957317298,61.580000000000005,18.844183279682362,80.45
2016-01-07 17:00:00,69.14,10.0,7.8,18.0,1008.9,140.0,3.1,17,3,1,0,5.5,0.0,11.045833333333333,1.3828072161734692,61.605,18.854213691189642,68.54
2016-01-07 18:00:00,63.28,10.0,7.2,5.0,1009.2,140.0,2.1,18,3,1,0,5.5,0.0,10.862499999999999,1.1981189967756758,61.374583333333334,18.79603449832752,68.81
2016-01-07 19:00:00,60.96,9.4,8.3,0.0,1009.5,180.0,2.6,19,3,1,0,6.1,0.0,10.654166666666667,0.9690780767515832,61.25791666666667,18.789273068097543,63.76
2016-01-07 20:00:00,58.94,9.4,8.3,0.0,1009.9,80.0,2.1,20,3,1,0,6.1,0.0,10.491666666666667,0.8219365609004711,61.07833333333334,18.79000235246916,63.25
2016-01-07 21:00:00,58.03,9.4,5.6,0.0,1010.1,230.0,2.1,21,3,1,0,6.1,0.0,10.375,0.7657051311216692,60.89000000000001,18.797261132594713,62.55
2016-01-07 22:00:00,56.52,9.4,6.1,0.0,1010.4,0.0,0.0,22,3,1,0,6.1,0.0,10.279166666666667,0.7360169933450714,60.611250000000005,18.810960337110576,63.21
