building_id,date,daily_total,daily_peak,day_of_week,is_weekend,month,primaryspaceusage,sqm
Robin_assembly_Colleen,2016-02-26,1476.2,86.0,Friday,False,2,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-02-27,1264.8,69.25,Saturday,True,2,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-02-28,1208.2,69.5,Sunday,True,2,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-02-29,1458.2,87.25,Monday,False,2,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-01,1424.2,84.75,Tuesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-02,1428.8,81.75,Wednesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-03,1424.5,79.25,Thursday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-04,1390.2,81.5,Friday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-05,1156.5,69.5,Saturday,True,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-06,1109.5,64.25,Sunday,True,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-07,1424.5,84.0,Monday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-08,1167.2,78.25,Tuesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-09,1212.4,50.52,Wednesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-10,1212.4,50.52,Thursday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-11,1212.4,50.52,Friday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-12,1212.4,50.52,Saturday,True,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-13,1212.4,50.52,Sunday,True,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-14,1212.4,50.52,Monday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-15,1212.4,50.52,Tuesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-16,1212.4,50.52,Wednesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-17,1212.4,50.52,Thursday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-18,1212.4,50.52,Friday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-19,1212.4,50.52,Saturday,True,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-20,1212.4,50.52,Sunday,True,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-21,1212.4,50.52,Monday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-22,1212.4,50.52,Tuesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-23,1212.4,50.52,Wednesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-24,1212.4,50.52,Thursday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-25,1212.4,50.52,Friday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-26,1212.4,50.52,Saturday,True,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-27,1212.4,50.52,Sunday,True,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-28,1212.4,50.52,Monday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-29,1212.4,50.52,Tuesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-30,1212.4,50.52,Wednesday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-03-31,1212.4,50.52,Thursday,False,3,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-01,1212.4,50.52,Friday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-02,1212.4,50.52,Saturday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-03,1212.4,50.52,Sunday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-04,1212.4,50.52,Monday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-05,1212.4,50.52,Tuesday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-06,1212.4,50.52,Wednesday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-07,1212.4,50.52,Thursday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-08,1212.4,50.52,Friday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-09,1212.4,50.52,Saturday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-10,1212.4,50.52,Sunday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-11,1212.4,50.52,Monday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-12,1212.4,50.52,Tuesday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-13,1212.4,50.52,Wednesday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-14,1212.4,50.52,Thursday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-15,1212.4,50.52,Friday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-16,1212.4,50.52,Saturday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-17,1212.4,50.52,Sunday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-18,1212.4,50.52,Monday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-19,1212.4,50.52,Tuesday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-20,1212.4,50.52,Wednesday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-21,1327.3,75.75,Thursday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-22,1293.0,74.75,Friday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-23,1059.0,63.0,Saturday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-24,932.5,54.5,Sunday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-25,1301.0,76.25,Monday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-26,1299.0,76.5,Tuesday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-27,1268.0,77.75,Wednesday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-28,1229.0,70.25,Thursday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-29,1230.5,75.25,Friday,False,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-04-30,963.8,57.5,Saturday,True,4,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-01,858.8,52.75,Sunday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-02,654.8,31.5,Monday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-03,1254.8,74.25,Tuesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-04,1299.2,82.0,Wednesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-05,1273.8,74.5,Thursday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-06,1275.2,77.75,Friday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-07,1034.2,66.0,Saturday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-08,882.6,36.94,Sunday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-09,1281.9,75.0,Monday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-10,1229.5,68.75,Tuesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-11,1234.5,75.0,Wednesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-12,1207.2,71.0,Thursday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-13,1200.8,74.0,Friday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-14,975.5,58.75,Saturday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-15,843.8,53.75,Sunday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-16,1232.2,72.75,Monday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-17,1226.2,71.5,Tuesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-18,1210.2,70.0,Wednesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-19,1229.8,77.25,Thursday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-20,1259.5,89.5,Friday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-21,1019.0,72.0,Saturday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-22,791.5,50.5,Sunday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-23,1272.5,87.75,Monday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-24,1254.5,87.75,Tuesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-25,1305.0,92.5,Wednesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-26,1306.0,89.0,Thursday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-27,1220.5,75.25,Friday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-28,999.0,58.75,Saturday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-29,846.8,50.0,Sunday,True,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-30,654.0,30.5,Monday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-05-31,962.4,45.66,Tuesday,False,5,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-01,1095.8,45.66,Wednesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-02,1095.8,45.66,Thursday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-03,1095.8,45.66,Friday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-04,1095.8,45.66,Saturday,True,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-05,1095.8,45.66,Sunday,True,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-06,1095.8,45.66,Monday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-07,1095.8,45.66,Tuesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-08,1095.8,45.66,Wednesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-09,1095.8,45.66,Thursday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-10,1095.8,45.66,Friday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-11,1095.8,45.66,Saturday,True,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-12,1095.8,45.66,Sunday,True,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-13,1095.8,45.66,Monday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-14,1095.8,45.66,Tuesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-15,1095.8,45.66,Wednesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-16,1095.8,45.66,Thursday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-17,1095.8,45.66,Friday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-18,1095.8,45.66,Saturday,True,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-19,1095.8,45.66,Sunday,True,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-20,1161.5,74.25,Monday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-21,1179.4,81.0,Tuesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-22,1103.2,63.75,Wednesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-23,1065.6,59.75,Thursday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-24,1038.9,59.25,Friday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-25,838.2,54.25,Saturday,True,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-26,716.8,45.0,Sunday,True,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-27,1068.8,58.5,Monday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-28,1068.6,58.75,Tuesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-29,1119.6,65.0,Wednesday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-06-30,1071.2,60.25,Thursday,False,6,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-01,1080.0,61.0,Friday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-02,765.1,43.75,Saturday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-03,704.3,42.75,Sunday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-04,1031.4,60.25,Monday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-05,1091.1,75.75,Tuesday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-06,1035.8,61.5,Wednesday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-07,1057.2,62.5,Thursday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-08,978.9,54.75,Friday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-09,829.3,46.75,Saturday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-10,785.2,48.0,Sunday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-11,1095.9,60.5,Monday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-12,1121.6,71.25,Tuesday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-13,1094.8,76.5,Wednesday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-14,1099.1,73.25,Thursday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-15,1090.2,70.25,Friday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-16,807.7,47.5,Saturday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-17,739.5,47.0,Sunday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-18,1084.4,67.0,Monday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-19,1202.8,83.75,Tuesday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-20,1226.6,84.5,Wednesday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-21,1222.2,78.25,Thursday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-22,1200.0,74.5,Friday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-23,876.9,52.5,Saturday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-24,808.2,50.5,Sunday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-25,1177.1,71.75,Monday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-26,1021.4,42.56,Tuesday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-27,1021.4,42.56,Wednesday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-28,1021.4,42.56,Thursday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-29,1021.4,42.56,Friday,False,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-30,1021.4,42.56,Saturday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-07-31,1021.4,42.56,Sunday,True,7,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-01,1021.4,42.56,Monday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-02,1021.4,42.56,Tuesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-03,1021.4,42.56,Wednesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-04,1021.4,42.56,Thursday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-05,1021.4,42.56,Friday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-06,1021.4,42.56,Saturday,True,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-07,1021.4,42.56,Sunday,True,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-08,1021.4,42.56,Monday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-09,1021.4,42.56,Tuesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-10,1021.4,42.56,Wednesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-11,1044.4,55.5,Thursday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-12,1012.8,54.25,Friday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-13,840.8,48.25,Saturday,True,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-14,758.9,43.5,Sunday,True,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-15,1028.8,55.0,Monday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-16,1039.6,53.75,Tuesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-17,1030.1,56.25,Wednesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-18,1076.6,58.75,Thursday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-19,1091.4,60.0,Friday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-20,751.5,40.25,Saturday,True,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-21,650.6,31.0,Sunday,True,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-22,778.8,40.0,Monday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-23,793.5,38.75,Tuesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-24,805.6,39.0,Wednesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-25,842.1,44.0,Thursday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-26,796.6,39.25,Friday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-27,665.2,31.5,Saturday,True,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-28,620.5,27.0,Sunday,True,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-29,626.6,27.5,Monday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-30,805.0,41.75,Tuesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-08-31,873.2,41.5,Wednesday,False,8,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-01,857.8,43.25,Thursday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-02,857.6,39.75,Friday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-03,822.6,41.25,Saturday,True,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-04,828.2,38.0,Sunday,True,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-05,1146.7,62.75,Monday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-06,1208.1,67.5,Tuesday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-07,1206.5,65.0,Wednesday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-08,1167.6,64.25,Thursday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-09,1194.0,66.25,Friday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-10,1002.2,59.5,Saturday,True,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-11,848.9,47.5,Sunday,True,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-12,1178.2,82.0,Monday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-13,1153.2,62.75,Tuesday,False,9,Entertainment/public assembly,5948.0
Robin_assembly_Colleen,2016-09-14,1199.0,65.0,Wednesday,False,9,Entertainment/public assembly,5948.0
