timestamp,electricity,building_id,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed
2016-01-04 15:00:00,114.625,Robin_education_Kiera,9.8,,7.2,,,982.1,210.0,4.1
2016-01-04 16:00:00,116.875,Robin_education_Kiera,9.2,,7.4,,,982.4,190.0,3.6
2016-01-04 17:00:00,116.125,Robin_education_Kiera,8.6,,7.3,,,982.5,170.0,3.6
2016-01-04 18:00:00,92.125,Robin_education_Kiera,8.2,,6.7,,,982.5,170.0,4.1
2016-01-04 19:00:00,74.5,Robin_education_Kiera,7.7,,6.2,,,982.8,170.0,4.6
2016-01-04 20:00:00,65.0,Robin_education_Kiera,7.6,,6.0,,,982.9,170.0,4.6
2016-01-04 21:00:00,58.25,Robin_education_Kiera,7.9,,6.3,,,982.9,160.0,4.1
2016-01-04 22:00:00,57.375,Robin_education_Kiera,7.2,,6.2,,,982.7,140.0,4.1
2016-01-04 23:00:00,52.75,Robin_education_Kiera,7.7,,6.7,,,982.4,150.0,4.6
2016-01-05 00:00:00,46.5,Robin_education_Kiera,7.4,,6.9,,2.0,982.2,150.0,4.1
2016-01-05 01:00:00,46.75,Robin_education_Kiera,8.1,,6.6,,,981.9,170.0,5.1
2016-01-05 02:00:00,44.625,Robin_education_Kiera,8.2,,7.3,,,981.9,160.0,3.6
2016-01-05 03:00:00,45.125,Robin_education_Kiera,8.3,,7.4,,,982.0,180.0,3.6
2016-01-05 04:00:00,45.75,Robin_education_Kiera,6.4,,5.6,,,981.8,150.0,2.6
2016-01-05 05:00:00,45.125,Robin_education_Kiera,6.7,,6.6,,,981.8,140.0,2.1
2016-01-05 06:00:00,49.625,Robin_education_Kiera,5.7,,5.5,,,982.1,150.0,2.6
2016-01-05 07:00:00,57.5,Robin_education_Kiera,7.1,,6.9,,,982.5,150.0,2.6
2016-01-05 08:00:00,69.125,Robin_education_Kiera,6.7,,6.3,,,982.9,160.0,2.6
2016-01-05 09:00:00,76.0,Robin_education_Kiera,6.7,,6.4,,,983.5,180.0,1.5
2016-01-05 10:00:00,87.5,Robin_education_Kiera,7.4,,6.8,,,984.0,170.0,2.1
2016-01-05 11:00:00,97.875,Robin_education_Kiera,8.7,,8.3,,,984.5,190.0,3.1
2016-01-05 12:00:00,103.25,Robin_education_Kiera,9.3,,7.8,,-1.0,984.7,220.0,4.1
2016-01-05 13:00:00,107.0,Robin_education_Kiera,9.6,,7.8,,,984.7,210.0,3.6
2016-01-05 14:00:00,105.375,Robin_education_Kiera,9.3,,7.5,,,984.9,180.0,3.1
2016-01-05 15:00:00,108.125,Robin_education_Kiera,9.4,,7.7,,,985.2,190.0,3.1
2016-01-05 16:00:00,109.125,Robin_education_Kiera,9.2,,7.6,,,985.8,160.0,2.6
2016-01-05 17:00:00,107.5,Robin_education_Kiera,8.7,,7.8,,,986.4,130.0,1.5
2016-01-05 18:00:00,87.875,Robin_education_Kiera,9.0,,7.8,,,986.9,160.0,3.1
2016-01-05 19:00:00,75.5,Robin_education_Kiera,8.7,,7.8,,,987.6,180.0,2.1
2016-01-05 20:00:00,66.75,Robin_education_Kiera,8.2,,7.6,,,988.2,210.0,3.1
2016-01-05 21:00:00,60.125,Robin_education_Kiera,7.5,,6.8,,,988.7,200.0,1.5
2016-01-05 22:00:00,56.5,Robin_education_Kiera,6.9,,6.4,,,989.3,210.0,2.1
2016-01-05 23:00:00,51.5,Robin_education_Kiera,6.5,,6.2,,,989.6,210.0,0.5
2016-01-06 00:00:00,62.2512,Robin_education_Kiera,6.4,,6.2,,0.0,990.0,110.0,1.5
2016-01-06 01:00:00,78.2523,Robin_education_Kiera,6.3,,6.1,,,990.4,110.0,1.5
2016-01-06 02:00:00,78.2523,Robin_education_Kiera,6.5,,6.4,,,990.9,300.0,0.5
2016-01-06 03:00:00,78.2523,Robin_education_Kiera,6.4,,6.3,,,991.6,0.0,0.0
2016-01-06 04:00:00,78.2523,Robin_education_Kiera,6.2,,6.1,,,991.8,110.0,1.0
2016-01-06 05:00:00,78.2523,Robin_education_Kiera,5.6,,5.5,,,992.2,70.0,1.0
2016-01-06 06:00:00,78.2523,Robin_education_Kiera,5.6,,5.5,,,992.9,350.0,1.0
2016-01-06 07:00:00,78.2523,Robin_education_Kiera,4.9,,4.9,,,993.7,330.0,2.1
2016-01-06 08:00:00,78.2523,Robin_education_Kiera,5.4,,5.4,,,994.3,320.0,1.0
2016-01-06 09:00:00,78.2523,Robin_education_Kiera,5.6,,5.6,,,995.4,310.0,2.1
2016-01-06 10:00:00,78.2523,Robin_education_Kiera,5.0,,5.0,,,995.8,310.0,2.1
2016-01-06 11:00:00,78.2523,Robin_education_Kiera,5.8,,5.7,,,996.9,330.0,2.6
2016-01-06 12:00:00,78.2523,Robin_education_Kiera,6.9,,6.8,,2.0,996.6,310.0,1.5
2016-01-06 13:00:00,78.2523,Robin_education_Kiera,7.7,,7.3,,,996.3,310.0,1.5
2016-01-06 14:00:00,78.2523,Robin_education_Kiera,7.9,,6.8,,,996.4,40.0,1.0
2016-01-06 15:00:00,78.2523,Robin_education_Kiera,8.1,,6.5,,,996.7,160.0,1.5
2016-01-06 16:00:00,78.2523,Robin_education_Kiera,7.9,,6.6,,,997.1,180.0,2.6
2016-01-06 17:00:00,78.2523,Robin_education_Kiera,7.4,,6.3,,,996.8,170.0,2.6
2016-01-06 18:00:00,78.2523,Robin_education_Kiera,7.1,,6.2,,,996.0,160.0,2.6
2016-01-06 19:00:00,78.2523,Robin_education_Kiera,6.4,,5.8,,,995.2,130.0,3.6
2016-01-06 20:00:00,78.2523,Robin_education_Kiera,5.9,,5.4,,,994.5,140.0,3.1
2016-01-06 21:00:00,78.2523,Robin_education_Kiera,5.7,,5.5,,,994.2,140.0,3.1
2016-01-06 22:00:00,78.2523,Robin_education_Kiera,5.6,,5.4,,,993.3,130.0,4.6
2016-01-06 23:00:00,78.2523,Robin_education_Kiera,5.9,,5.7,,,992.6,120.0,4.1
2016-01-07 00:00:00,78.2523,Robin_education_Kiera,6.7,,6.4,,0.0,991.0,130.0,4.6
2016-01-07 01:00:00,78.2523,Robin_education_Kiera,7.5,,6.5,,,989.3,140.0,5.1
2016-01-07 02:00:00,78.2523,Robin_education_Kiera,8.0,,7.1,,,988.5,140.0,4.6
2016-01-07 03:00:00,78.2523,Robin_education_Kiera,8.3,,6.4,,,986.7,140.0,6.7
2016-01-07 04:00:00,78.2523,Robin_education_Kiera,7.9,,6.3,,,984.7,150.0,8.2
2016-01-07 05:00:00,78.2523,Robin_education_Kiera,7.4,,6.6,,,983.9,150.0,8.2
2016-01-07 06:00:00,78.2523,Robin_education_Kiera,7.6,,7.0,,,982.2,150.0,6.7
2016-01-07 07:00:00,78.2523,Robin_education_Kiera,7.8,,7.3,,,981.3,140.0,6.7
2016-01-07 08:00:00,78.2523,Robin_education_Kiera,8.4,,8.0,,,980.4,160.0,4.1
2016-01-07 09:00:00,78.2523,Robin_education_Kiera,9.2,,8.8,,,980.5,220.0,2.6
2016-01-07 10:00:00,78.2523,Robin_education_Kiera,10.2,,10.1,,,980.8,240.0,5.7
2016-01-07 11:00:00,78.2523,Robin_education_Kiera,9.7,,8.7,,,981.7,260.0,8.2
2016-01-07 12:00:00,78.2523,Robin_education_Kiera,8.6,,6.2,,60.0,983.9,280.0,10.8
2016-01-07 13:00:00,78.2523,Robin_education_Kiera,7.6,,3.9,,,987.1,280.0,9.8
2016-01-07 14:00:00,78.2523,Robin_education_Kiera,7.9,,1.9,,,989.5,290.0,10.8
2016-01-07 15:00:00,78.2523,Robin_education_Kiera,7.8,,1.7,,,991.1,270.0,7.7
2016-01-07 16:00:00,78.2523,Robin_education_Kiera,7.0,,1.5,,,992.6,270.0,6.7
2016-01-07 17:00:00,78.2523,Robin_education_Kiera,5.9,,1.0,,,993.5,260.0,7.2
2016-01-07 18:00:00,78.2523,Robin_education_Kiera,5.3,0.0,0.8,,,994.7,260.0,5.7
2016-01-07 19:00:00,78.2523,Robin_education_Kiera,5.1,0.0,0.6,,,996.0,260.0,7.7
2016-01-07 20:00:00,78.2523,Robin_education_Kiera,4.8,0.0,0.6,,,996.9,250.0,6.7
2016-01-07 21:00:00,78.2523,Robin_education_Kiera,4.2,,0.4,,,997.8,260.0,5.7
2016-01-07 22:00:00,78.2523,Robin_education_Kiera,4.5,0.0,0.6,,,998.9,230.0,6.2
2016-01-07 23:00:00,78.2523,Robin_education_Kiera,3.0,0.0,0.5,,,999.5,230.0,3.1
2016-01-08 00:00:00,78.2523,Robin_education_Kiera,3.3,0.0,0.9,,0.0,1000.3,220.0,4.6
2016-01-08 01:00:00,78.2523,Robin_education_Kiera,3.2,0.0,1.1,,,1000.4,220.0,4.6
2016-01-08 02:00:00,78.2523,Robin_education_Kiera,2.6,0.0,1.0,,,1000.8,220.0,3.1
2016-01-08 03:00:00,78.2523,Robin_education_Kiera,2.7,0.0,1.2,,,1000.9,200.0,3.1
2016-01-08 04:00:00,78.2523,Robin_education_Kiera,1.9,0.0,0.8,,,1001.0,220.0,2.1
2016-01-08 05:00:00,78.2523,Robin_education_Kiera,2.4,0.0,1.6,,,1000.7,200.0,2.1
2016-01-08 06:00:00,78.2523,Robin_education_Kiera,1.6,,0.9,,,1000.2,150.0,1.0
2016-01-08 07:00:00,78.2523,Robin_education_Kiera,4.2,,2.4,,,1000.0,190.0,5.1
2016-01-08 08:00:00,78.2523,Robin_education_Kiera,4.4,0.0,2.6,,,1000.0,190.0,4.1
2016-01-08 09:00:00,78.2523,Robin_education_Kiera,5.8,,4.1,,,1000.1,180.0,4.1
2016-01-08 10:00:00,78.2523,Robin_education_Kiera,6.7,,4.8,,,1000.1,190.0,4.1
2016-01-08 11:00:00,78.2523,Robin_education_Kiera,7.7,,5.5,,,999.7,190.0,4.6
2016-01-08 12:00:00,78.2523,Robin_education_Kiera,7.7,,6.2,,-1.0,999.3,180.0,3.6
2016-01-08 13:00:00,78.2523,Robin_education_Kiera,8.9,,6.9,,,998.7,190.0,3.6
2016-01-08 14:00:00,78.2523,Robin_education_Kiera,8.8,,5.3,,,998.6,200.0,4.6
2016-01-08 15:00:00,78.2523,Robin_education_Kiera,8.4,0.0,5.4,,,998.1,190.0,4.1
2016-01-08 16:00:00,78.2523,Robin_education_Kiera,7.8,,5.6,,,998.1,160.0,3.6
2016-01-08 17:00:00,78.2523,Robin_education_Kiera,7.8,,6.5,,,998.1,180.0,4.6
2016-01-08 18:00:00,78.2523,Robin_education_Kiera,8.0,,6.9,,,998.0,190.0,5.1
2016-01-08 19:00:00,78.2523,Robin_education_Kiera,7.3,,6.6,,,998.2,190.0,3.1
2016-01-08 20:00:00,78.2523,Robin_education_Kiera,7.3,,6.3,,,998.3,190.0,4.1
2016-01-08 21:00:00,78.2523,Robin_education_Kiera,7.4,,5.9,,,998.1,160.0,3.6
2016-01-08 22:00:00,78.2523,Robin_education_Kiera,7.0,,6.2,,,998.0,210.0,2.6
2016-01-08 23:00:00,78.2523,Robin_education_Kiera,7.1,,6.6,,,997.3,180.0,2.1
2016-01-09 00:00:00,78.2523,Robin_education_Kiera,7.2,,6.5,,4.0,997.2,180.0,3.1
2016-01-09 01:00:00,78.2523,Robin_education_Kiera,7.5,,6.8,,,996.7,170.0,3.1
2016-01-09 02:00:00,78.2523,Robin_education_Kiera,8.0,,7.0,,,996.4,190.0,3.6
2016-01-09 03:00:00,78.2523,Robin_education_Kiera,7.6,,6.7,,,995.9,170.0,4.1
2016-01-09 04:00:00,78.2523,Robin_education_Kiera,7.8,,6.7,,,995.9,190.0,3.6
2016-01-09 05:00:00,78.2523,Robin_education_Kiera,6.6,,5.8,,,995.2,160.0,2.6
2016-01-09 06:00:00,78.2523,Robin_education_Kiera,6.0,,5.0,,,,160.0,2.6
2016-01-09 07:00:00,78.2523,Robin_education_Kiera,7.6,,7.1,,,993.9,140.0,4.6
2016-01-09 08:00:00,78.2523,Robin_education_Kiera,8.6,,7.5,,,993.4,170.0,5.1
2016-01-09 09:00:00,78.2523,Robin_education_Kiera,9.0,,7.7,,,993.5,170.0,4.6
2016-01-09 10:00:00,78.2523,Robin_education_Kiera,9.7,,8.1,,,993.1,160.0,5.7
2016-01-09 11:00:00,78.2523,Robin_education_Kiera,10.6,,8.2,,,992.3,170.0,5.7
2016-01-09 12:00:00,78.2523,Robin_education_Kiera,10.7,,8.4,,2.0,991.4,180.0,7.2
2016-01-09 13:00:00,78.2523,Robin_education_Kiera,10.4,,8.3,,,990.5,180.0,5.7
2016-01-09 14:00:00,78.2523,Robin_education_Kiera,10.9,,8.2,,,989.4,180.0,6.2
2016-01-09 15:00:00,78.2523,Robin_education_Kiera,10.8,,7.9,,,988.6,170.0,6.2
2016-01-09 16:00:00,78.2523,Robin_education_Kiera,10.6,,7.9,,,987.0,160.0,8.2
2016-01-09 17:00:00,78.2523,Robin_education_Kiera,9.9,,8.8,,,985.6,160.0,8.8
2016-01-09 18:00:00,78.2523,Robin_education_Kiera,9.9,,8.3,,,983.9,160.0,9.8
2016-01-09 19:00:00,78.2523,Robin_education_Kiera,9.8,,8.0,,,983.3,160.0,7.7
2016-01-09 20:00:00,78.2523,Robin_education_Kiera,10.2,,8.0,,,982.7,180.0,8.8
2016-01-09 21:00:00,78.2523,Robin_education_Kiera,6.9,,6.0,,,983.3,210.0,7.7
2016-01-09 22:00:00,78.2523,Robin_education_Kiera,7.0,,5.5,,,983.1,180.0,6.2
2016-01-09 23:00:00,78.2523,Robin_education_Kiera,6.5,,5.2,,,982.5,170.0,5.7
2016-01-10 00:00:00,78.2523,Robin_education_Kiera,6.8,,5.1,,40.0,982.9,210.0,8.2
2016-01-10 01:00:00,78.2523,Robin_education_Kiera,6.2,,4.3,,,983.0,200.0,7.2
2016-01-10 02:00:00,78.2523,Robin_education_Kiera,6.3,,3.0,,,983.0,210.0,7.2
2016-01-10 03:00:00,78.2523,Robin_education_Kiera,5.4,0.0,3.2,,,983.2,190.0,4.6
2016-01-10 04:00:00,78.2523,Robin_education_Kiera,5.6,0.0,3.3,,,983.1,200.0,5.1
2016-01-10 05:00:00,78.2523,Robin_education_Kiera,5.5,,3.1,,,983.3,180.0,4.1
2016-01-10 06:00:00,78.2523,Robin_education_Kiera,6.3,,3.5,,,983.2,180.0,3.6
2016-01-10 07:00:00,78.2523,Robin_education_Kiera,6.3,,3.1,,,983.8,210.0,6.7
2016-01-10 08:00:00,78.2523,Robin_education_Kiera,5.6,,3.1,,,984.2,210.0,6.7
2016-01-10 09:00:00,78.2523,Robin_education_Kiera,5.6,,3.6,,,985.2,200.0,4.6
2016-01-10 10:00:00,78.2523,Robin_education_Kiera,6.2,,4.3,,,985.6,200.0,4.6
2016-01-10 11:00:00,78.2523,Robin_education_Kiera,7.0,,4.7,,,985.9,190.0,3.1
2016-01-10 12:00:00,78.2523,Robin_education_Kiera,7.8,0.0,4.6,,0.0,985.8,210.0,6.2
2016-01-10 13:00:00,78.2523,Robin_education_Kiera,8.7,0.0,4.3,,,985.4,220.0,5.7
2016-01-10 14:00:00,78.2523,Robin_education_Kiera,7.9,,4.6,,,985.3,190.0,5.1
2016-01-10 15:00:00,78.2523,Robin_education_Kiera,7.5,,4.5,,,985.4,180.0,3.6
2016-01-10 16:00:00,78.2523,Robin_education_Kiera,6.7,,3.1,,,985.8,190.0,4.6
2016-01-10 17:00:00,78.2523,Robin_education_Kiera,6.1,,3.5,,,986.2,190.0,4.6
2016-01-10 18:00:00,78.2523,Robin_education_Kiera,5.2,,3.4,,,986.6,180.0,3.6
2016-01-10 19:00:00,78.2523,Robin_education_Kiera,5.1,0.0,3.5,,,986.8,170.0,5.1
2016-01-10 20:00:00,78.2523,Robin_education_Kiera,5.1,,3.5,,,987.2,180.0,3.6
2016-01-10 21:00:00,78.2523,Robin_education_Kiera,5.4,,3.7,,,987.1,170.0,3.1
2016-01-10 22:00:00,78.2523,Robin_education_Kiera,5.0,,3.5,,,986.7,150.0,3.6
2016-01-10 23:00:00,78.2523,Robin_education_Kiera,6.1,,4.2,,,986.4,160.0,4.1
2016-01-11 00:00:00,78.2523,Robin_education_Kiera,5.3,,4.6,,20.0,985.6,140.0,2.6
2016-01-11 01:00:00,78.2523,Robin_education_Kiera,5.7,,5.2,,,984.7,140.0,4.1
2016-01-11 02:00:00,78.2523,Robin_education_Kiera,5.6,,5.2,,,983.2,140.0,3.1
2016-01-11 03:00:00,78.2523,Robin_education_Kiera,6.6,,6.3,,,982.0,140.0,4.6
2016-01-11 04:00:00,78.2523,Robin_education_Kiera,6.3,,5.6,,,981.0,230.0,2.6
2016-01-11 05:00:00,78.2523,Robin_education_Kiera,6.1,,5.0,,,980.1,220.0,5.7
2016-01-11 06:00:00,78.2523,Robin_education_Kiera,5.4,,4.9,,,979.3,150.0,4.1
2016-01-11 07:00:00,78.2523,Robin_education_Kiera,5.6,,5.3,,,978.8,160.0,3.1
2016-01-11 08:00:00,78.2523,Robin_education_Kiera,5.8,,4.8,,,978.7,190.0,3.6
2016-01-11 09:00:00,78.2523,Robin_education_Kiera,6.2,,5.5,,,979.3,210.0,3.6
2016-01-11 10:00:00,78.2523,Robin_education_Kiera,6.0,,5.5,,,979.9,270.0,3.1
2016-01-11 11:00:00,78.2523,Robin_education_Kiera,6.1,,5.5,,,980.4,260.0,3.6
2016-01-11 12:00:00,78.2523,Robin_education_Kiera,6.7,,5.3,,10.0,981.0,250.0,4.6
2016-01-11 13:00:00,78.2523,Robin_education_Kiera,6.7,,5.2,,,981.1,260.0,4.6
2016-01-11 14:00:00,78.2523,Robin_education_Kiera,6.8,,4.8,,,981.6,270.0,3.1
2016-01-11 15:00:00,78.2523,Robin_education_Kiera,7.1,,5.1,,,982.3,280.0,3.1
2016-01-11 16:00:00,78.2523,Robin_education_Kiera,6.4,,5.1,,,983.1,260.0,4.6
2016-01-11 17:00:00,78.2523,Robin_education_Kiera,6.2,,5.3,,,984.1,260.0,5.1
2016-01-11 18:00:00,78.2523,Robin_education_Kiera,5.8,,4.8,,,985.0,270.0,3.6
2016-01-11 19:00:00,78.2523,Robin_education_Kiera,6.1,,5.1,,,985.9,260.0,5.1
2016-01-11 20:00:00,78.2523,Robin_education_Kiera,5.7,,4.7,,,986.7,260.0,4.6
2016-01-11 21:00:00,78.2523,Robin_education_Kiera,4.8,0.0,3.9,,,987.5,270.0,3.6
2016-01-11 22:00:00,78.2523,Robin_education_Kiera,4.4,,3.5,,,988.5,260.0,5.1
2016-01-11 23:00:00,78.2523,Robin_education_Kiera,4.6,,3.7,,,989.5,270.0,4.1
