temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,co2,co2_slope,occupancy_count
25.44,25.63,24.94,25.81,515,3.22692307692,2
25.5,25.63,24.94,25.81,515,3.33846153846,2
25.5,25.63,24.94,25.88,520,3.44615384615,2
25.5,25.63,24.94,25.81,525,3.59615384615,2
25.5,25.63,24.94,25.81,530,3.73846153846,2
25.5,25.56,24.94,25.81,540,3.86538461538,2
25.5,25.63,24.94,25.81,540,3.92307692308,2
25.5,25.63,24.94,25.81,545,3.90769230769,2
25.56,25.63,24.94,25.81,545,3.86538461538,2
25.56,25.69,25.0,25.94,545,3.75,2
25.56,25.69,25.0,25.81,550,3.60769230769,2
25.5,25.69,24.94,25.81,550,3.48846153846,2
25.56,25.69,25.0,25.81,550,3.3,2
25.56,25.69,25.0,25.81,555,3.23846153846,2
25.56,25.69,25.0,25.81,555,3.16538461538,2
25.56,25.75,25.0,25.81,555,3.03461538462,2
25.56,25.75,25.0,25.81,555,2.89615384615,2
25.56,25.75,25.0,25.88,560,2.8,1
25.56,25.69,25.0,25.88,560,2.75,1
25.56,25.75,25.0,25.88,560,2.65384615385,2
25.56,25.69,25.0,25.88,560,2.51153846154,2
25.56,25.75,25.0,25.94,565,2.36923076923,2
25.56,25.75,25.0,25.88,570,2.32307692308,2
25.56,25.69,25.0,25.94,570,2.23076923077,2
25.56,25.94,25.0,25.94,570,2.14230769231,2
25.56,26.38,25.0,25.94,580,2.10384615385,2
25.56,26.81,25.0,25.94,580,2.01538461538,2
25.56,26.81,25.06,25.88,585,1.97307692308,2
25.56,27.0,25.0,25.94,590,1.97692307692,2
25.56,26.94,25.06,26.0,585,1.93461538462,2
25.56,27.19,25.06,25.88,590,1.99615384615,2
25.56,27.25,25.0,25.94,590,2.01923076923,2
25.56,27.44,25.06,26.0,600,2.14615384615,2
25.56,27.5,25.06,26.0,600,2.23076923077,2
25.56,27.56,25.06,26.0,595,2.22692307692,2
25.56,27.75,25.06,26.0,605,2.32692307692,2
25.56,27.94,25.06,25.94,595,2.29230769231,2
25.56,27.69,25.06,26.06,595,2.22307692308,2
25.56,27.5,25.06,26.0,590,2.12307692308,2
25.56,27.44,25.06,26.06,590,1.99615384615,2
25.56,27.56,25.06,26.0,590,1.84230769231,2
25.56,27.38,25.06,25.94,590,1.66153846154,2
25.63,27.31,25.06,25.94,595,1.55,2
25.63,27.31,25.06,25.94,595,1.41153846154,2
25.63,27.38,25.06,25.94,595,1.24615384615,2
25.63,27.38,25.13,25.94,600,1.1,2
25.63,27.44,25.06,25.94,610,1.06538461538,2
25.63,27.38,25.06,25.94,605,1.0,2
25.63,27.44,25.06,25.94,610,0.953846153846,2
25.63,27.56,25.06,25.94,615,0.923076923077,2
25.63,27.5,25.06,25.94,615,0.957692307692,2
25.69,27.56,25.06,25.88,620,1.01153846154,2
25.63,27.5,25.06,25.94,625,1.13076923077,2
25.63,27.56,25.06,25.94,630,1.31538461538,2
25.63,27.63,25.13,26.0,630,1.41923076923,2
25.63,27.63,25.13,25.94,630,1.53846153846,2
25.63,27.81,25.13,26.0,630,1.62692307692,2
25.63,28.0,25.13,26.0,625,1.73846153846,2
25.69,28.19,25.13,26.0,625,1.83076923077,2
25.69,28.13,25.13,25.94,630,1.9,2
25.69,28.06,25.13,26.0,630,2.04230769231,2
25.69,27.88,25.13,26.0,625,2.01923076923,2
25.69,27.81,25.13,26.0,635,2.06538461538,2
25.69,27.75,25.13,26.0,635,2.03076923077,2
25.69,27.94,25.13,26.06,635,1.96153846154,2
25.63,28.0,25.13,26.06,630,1.81153846154,2
25.69,28.19,25.13,26.06,635,1.67692307692,2
25.69,28.13,25.13,26.06,635,1.55769230769,2
25.69,28.13,25.13,26.06,635,1.40769230769,2
25.69,28.19,25.13,26.06,635,1.22692307692,2
25.69,28.19,25.13,26.06,640,1.11153846154,2
25.69,28.13,25.13,26.06,645,1.11153846154,2
25.69,28.0,25.19,26.06,650,1.08076923077,2
25.69,28.13,25.13,26.0,645,1.01923076923,2
25.69,28.13,25.13,26.0,650,1.02692307692,2
25.69,28.31,25.13,26.0,640,0.915384615385,2
25.69,28.31,25.19,26.0,640,0.834615384615,2
25.69,28.38,25.13,26.06,645,0.834615384615,2
25.69,28.5,25.19,26.06,645,0.869230769231,2
25.69,28.5,25.19,26.0,640,0.846153846154,2
25.69,28.5,25.19,26.06,645,0.861538461538,2
25.69,28.44,25.19,26.0,640,0.819230769231,2
25.75,28.38,25.19,26.06,645,0.765384615385,2
25.69,28.25,25.19,26.0,645,0.696153846154,2
25.69,28.44,25.19,26.0,640,0.615384615385,2
25.69,28.38,25.19,26.06,640,0.526923076923,2
25.69,28.38,25.19,26.0,645,0.426923076923,2
25.69,28.44,25.19,26.0,645,0.411538461538,3
25.75,28.56,25.19,26.06,650,0.434615384615,3
25.75,28.56,25.25,26.06,645,0.4,3
25.75,28.63,25.25,26.06,655,0.4,3
25.75,28.56,25.31,26.06,655,0.430769230769,3
25.75,28.44,25.31,26.06,660,0.492307692308,3
25.75,28.31,25.31,26.0,660,0.534615384615,3
25.75,28.5,25.31,26.06,655,0.511538461538,3
25.81,28.69,25.31,26.13,660,0.569230769231,2
25.75,28.69,25.31,26.06,665,0.707692307692,2
25.75,28.63,25.31,26.06,665,0.880769230769,2
25.81,28.81,25.31,26.06,670,1.03846153846,3
25.81,28.75,25.31,26.06,680,1.31923076923,3
25.81,28.88,25.31,26.06,675,1.43076923077,3
25.81,28.81,25.38,26.06,675,1.51538461538,3
25.81,28.81,25.38,26.13,675,1.62307692308,3
25.81,28.94,25.38,26.13,675,1.70769230769,3
25.81,28.94,25.31,26.13,685,1.81153846154,3
25.81,28.94,25.38,26.13,690,1.97692307692,3
25.81,29.0,25.38,26.06,690,2.05769230769,3
25.81,28.94,25.38,26.06,695,2.19615384615,3
25.81,28.94,25.38,26.06,695,2.29615384615,3
25.81,29.0,25.38,26.06,700,2.35384615385,3
25.81,28.94,25.38,26.06,695,2.31923076923,3
25.81,28.81,25.38,26.06,695,2.29230769231,3
25.94,28.19,25.5,26.19,810,3.28846153846,3
25.94,28.13,25.5,26.19,810,4.20769230769,3
25.94,28.13,25.5,26.19,810,4.95384615385,3
25.94,28.06,25.5,26.13,815,5.71923076923,3
25.94,28.13,25.5,26.19,815,6.36153846154,3
25.94,28.25,25.5,26.19,815,6.93076923077,3
25.94,28.25,25.5,26.13,815,7.38076923077,3
25.94,28.38,25.56,26.19,820,7.70769230769,3
25.94,28.19,25.5,26.13,835,8.09615384615,3
25.94,28.19,25.56,26.13,840,8.44615384615,3
25.94,28.25,25.56,26.13,840,8.66153846154,3
25.94,28.38,25.56,26.19,845,8.83846153846,3
25.94,28.25,25.56,26.13,845,8.98076923077,3
25.94,28.19,25.56,26.13,845,8.94615384615,3
25.94,28.13,25.56,26.19,845,8.78076923077,3
25.94,28.25,25.63,26.19,840,8.43846153846,3
25.94,28.0,25.63,26.19,840,7.96923076923,3
25.94,28.0,25.63,26.19,845,7.51923076923,3
26.0,27.94,25.63,26.19,850,7.04230769231,3
25.94,28.0,25.69,26.25,855,6.48846153846,3
26.0,28.0,25.69,26.19,850,5.81153846154,3
25.94,27.94,25.69,26.19,850,5.01538461538,3
26.0,27.81,25.69,26.19,845,4.10384615385,3
25.94,27.81,25.69,26.19,845,3.03076923077,3
25.94,27.75,25.69,26.19,850,1.88846153846,3
25.94,27.81,25.69,26.19,855,1.82307692308,3
26.0,27.75,25.69,26.19,855,1.72307692308,3
25.94,27.75,25.69,26.25,860,1.63461538462,3
26.0,27.88,25.75,26.25,855,1.51153846154,3
26.0,27.81,25.75,26.25,860,1.40384615385,3
26.0,27.81,25.75,26.19,860,1.26153846154,3
26.0,27.88,25.75,26.19,860,1.08461538462,3
26.0,27.88,25.75,26.25,860,0.923076923077,3
26.0,27.88,25.81,26.19,860,0.880769230769,3
26.0,27.94,25.81,26.19,865,0.915384615385,3
26.0,27.81,25.81,26.19,865,0.930769230769,3
26.0,27.81,25.81,26.19,865,0.976923076923,3
26.0,27.75,25.81,26.19,875,1.1,3
26.0,27.69,25.81,26.19,880,1.24615384615,3
26.0,27.75,25.81,26.25,875,1.31923076923,3
26.0,27.75,25.81,26.25,880,1.36538461538,3
26.0,27.63,25.88,26.25,885,1.42692307692,2
26.0,27.63,25.88,26.19,885,1.50384615385,2
26.0,27.63,25.88,26.25,875,1.50769230769,2
26.06,27.56,25.88,26.19,870,1.49615384615,2
26.06,27.56,25.88,26.19,875,1.46923076923,2
26.0,27.5,25.88,26.31,870,1.37692307692,2
26.0,27.5,25.88,26.31,870,1.21923076923,2
26.0,27.38,25.94,26.25,870,1.04230769231,2
26.06,27.44,25.88,26.31,865,0.85,2
26.06,27.5,25.88,26.25,870,0.742307692308,2
26.06,27.44,25.88,26.31,870,0.623076923077,2
26.0,27.38,25.88,26.31,865,0.496153846154,2
26.06,27.38,25.94,26.25,860,0.269230769231,2
26.06,27.38,25.94,26.31,840,-0.0961538461538,2
26.06,27.31,25.94,26.25,845,-0.4,2
26.06,27.31,25.94,26.31,850,-0.646153846154,2
26.06,27.25,25.94,26.25,860,-0.792307692308,2
26.06,27.31,25.88,26.31,865,-0.892307692308,3
26.06,27.19,25.94,26.31,870,-0.9,3
26.06,27.19,25.88,26.31,870,-0.911538461538,3
26.06,27.25,25.94,26.25,885,-0.788461538462,3
26.06,27.25,25.94,26.25,890,-0.534615384615,2
26.06,27.31,25.94,26.31,895,-0.196153846154,2
26.06,27.38,25.94,26.31,895,0.0807692307692,3
26.06,27.38,25.94,26.31,890,0.346153846154,3
26.06,27.38,25.94,26.31,890,0.653846153846,3
26.06,27.31,25.94,26.25,880,0.865384615385,3
26.06,27.31,25.94,26.25,880,0.980769230769,3
26.06,27.25,25.94,26.31,880,1.04230769231,3
26.06,27.25,25.94,26.31,875,1.1,3
26.06,27.13,25.94,26.25,875,1.10769230769,3
26.13,27.06,26.0,26.31,875,1.11153846154,3
26.06,27.06,25.94,26.31,880,1.15769230769,3
26.06,27.0,25.94,26.25,880,1.14615384615,3
26.06,27.06,26.0,26.31,890,1.26538461538,3
26.06,26.94,26.0,26.31,900,1.46153846154,3
26.13,27.13,25.94,26.31,905,1.63076923077,3
26.06,27.13,25.94,26.31,910,1.76538461538,3
26.06,27.06,26.0,26.38,910,1.66153846154,3
26.06,27.0,26.0,26.31,910,1.55384615385,3
26.06,27.0,26.0,26.31,910,1.44615384615,3
26.13,27.06,26.0,26.31,910,1.39230769231,3
26.06,27.13,26.0,26.31,910,1.35,3
26.06,27.06,26.0,26.25,910,1.32307692308,3
26.13,27.19,26.0,26.31,910,1.26538461538,3
26.06,27.19,26.0,26.31,915,1.37307692308,3
26.13,27.19,26.0,26.31,910,1.46153846154,3
26.13,27.13,26.06,26.31,915,1.63076923077,3
26.13,27.13,26.0,26.31,920,1.83076923077,3
26.06,27.25,26.0,26.31,925,2.00769230769,3
26.13,27.19,26.0,26.25,925,2.15769230769,3
26.13,27.19,26.06,26.25,930,2.22692307692,3
26.13,27.19,26.06,26.25,935,2.30384615385,3
26.13,27.19,26.0,26.31,935,2.33846153846,3
26.13,27.06,26.06,26.31,935,2.28076923077,3
26.13,27.19,26.06,26.25,935,2.17692307692,3
26.13,27.19,26.0,26.31,935,2.02692307692,3
26.13,27.19,26.0,26.31,935,1.88076923077,3
26.13,27.19,26.0,26.38,935,1.69230769231,3
26.13,27.06,26.0,26.31,930,1.51538461538,3
26.13,27.06,26.0,26.31,925,1.36153846154,3
26.13,27.06,26.0,26.5,925,1.23846153846,3
26.19,27.13,26.06,26.38,930,1.19615384615,3
26.13,27.13,26.0,26.38,940,1.23076923077,3
26.19,27.06,26.0,26.38,940,1.24230769231,3
26.13,27.13,26.06,26.38,945,1.27692307692,3
26.13,27.19,26.0,26.38,945,1.28461538462,3
26.19,27.13,26.0,26.38,955,1.35769230769,3
26.13,27.06,26.06,26.38,960,1.44230769231,3
26.19,27.19,26.06,26.31,965,1.53461538462,3
26.19,27.31,26.0,26.38,960,1.58846153846,3
26.19,27.25,26.0,26.38,965,1.60384615385,3
26.19,27.19,26.06,26.38,970,1.67307692308,3
26.19,27.25,26.06,26.38,965,1.70384615385,3
26.19,27.25,26.06,26.31,970,1.79615384615,3
26.19,27.19,26.06,26.31,975,1.9,3
26.19,27.25,26.06,26.31,970,1.96923076923,3
26.19,27.25,26.06,26.31,965,2.01153846154,3
26.19,27.19,26.06,26.31,960,1.98461538462,3
26.19,27.25,26.06,26.38,955,1.89230769231,3
26.19,27.31,26.06,26.38,960,1.83076923077,3
26.19,27.31,26.06,26.38,965,1.79615384615,3
26.19,27.31,26.06,26.38,965,1.73846153846,3
26.19,27.31,26.13,26.44,965,1.65769230769,3
26.19,27.25,26.13,26.44,965,1.50384615385,3
26.19,27.38,26.13,26.44,960,1.22692307692,3
26.19,27.31,26.13,26.38,955,0.876923076923,3
26.19,27.25,26.13,26.38,950,0.507692307692,3
26.19,27.31,26.13,26.38,950,0.223076923077,3
26.19,27.25,26.13,26.44,950,-0.0692307692308,0
26.19,27.06,26.13,26.38,960,-0.226923076923,0
26.19,26.94,26.13,26.38,970,-0.303846153846,0
26.19,26.88,26.06,26.38,965,-0.346153846154,0
26.19,26.88,26.06,26.44,970,-0.3,0
26.13,26.81,26.13,26.44,970,-0.211538461538,0
26.19,26.81,26.06,26.38,970,-0.176923076923,0
26.19,26.81,26.06,26.44,970,-0.1,0
26.19,26.75,26.06,26.44,970,0.0230769230769,0
26.19,26.75,26.06,26.38,965,0.05,0
26.19,26.69,26.06,26.44,970,0.173076923077,0
26.19,26.63,26.06,26.38,965,0.3,0
26.13,26.63,26.06,26.38,960,0.338461538462,0
26.13,26.56,26.06,26.38,965,0.380769230769,0
26.13,26.56,26.0,26.38,965,0.373076923077,0
26.13,26.56,26.0,26.38,965,0.311538461538,0
26.06,26.56,26.0,26.44,975,0.384615384615,0
26.13,26.56,26.0,26.38,975,0.496153846154,0
26.06,26.56,26.0,26.44,975,0.6,0
26.13,26.56,26.0,26.38,970,0.65,0
26.13,26.5,26.0,26.38,965,0.65,0
26.13,26.5,26.0,26.38,960,0.553846153846,0
26.06,26.5,26.0,26.31,960,0.407692307692,0
26.13,26.44,26.0,26.38,955,0.161538461538,0
26.06,26.44,26.0,26.38,945,-0.180769230769,0
26.06,26.44,26.0,26.38,945,-0.519230769231,0
26.06,26.44,25.94,26.38,950,-0.707692307692,0
26.06,26.44,25.94,26.44,950,-0.788461538462,0
26.06,26.5,25.94,26.38,940,-0.996153846154,0
26.06,26.44,25.94,26.38,930,-1.22692307692,0
26.06,26.44,25.94,26.38,920,-1.51923076923,0
26.06,26.38,25.94,26.31,910,-1.86538461538,0
26.06,26.38,25.94,26.38,900,-2.25769230769,0
26.06,26.38,25.88,26.38,890,-2.68846153846,0
26.06,26.38,25.88,26.38,880,-3.2,0
26.06,26.38,25.88,26.38,870,-3.68846153846,0
26.06,26.38,25.88,26.38,865,-4.19615384615,0
26.06,26.38,25.88,26.38,855,-4.76923076923,0
26.06,26.31,25.88,26.38,850,-5.25769230769,0
26.06,26.31,25.88,26.38,845,-5.70384615385,0
26.06,26.31,25.88,26.38,850,-6.01153846154,0
26.06,26.31,25.88,26.38,845,-6.17692307692,0
26.0,26.31,25.88,26.38,840,-6.28846153846,0
26.0,26.25,25.88,26.38,840,-6.29615384615,0
26.0,26.25,25.88,26.38,835,-6.29615384615,0
26.06,26.25,25.88,26.38,835,-6.24230769231,0
26.0,26.25,25.88,26.38,835,-6.13846153846,0
26.0,26.25,25.88,26.38,835,-5.93846153846,0
26.0,26.25,25.88,26.38,830,-5.73846153846,0
26.0,26.19,25.88,26.31,830,-5.54230769231,0
26.0,26.19,25.81,26.31,830,-5.25769230769,0
26.0,26.25,25.88,26.38,830,-4.83461538462,0
26.0,26.19,25.81,26.38,830,-4.31923076923,0
26.0,26.13,25.81,26.38,820,-3.90384615385,0
26.0,26.19,25.88,26.38,820,-3.49615384615,0
26.0,26.19,25.88,26.38,815,-3.15,0
26.0,26.19,25.88,26.38,815,-2.82307692308,0
26.0,26.19,25.88,26.31,815,-2.52307692308,0
26.0,26.13,25.81,26.38,805,-2.35,0
26.0,26.19,25.81,26.31,805,-2.21153846154,0
26.0,26.19,25.81,26.31,800,-2.16153846154,0
25.94,26.13,25.81,26.31,795,-2.15384615385,0
26.0,26.13,25.88,26.31,785,-2.28461538462,0
25.94,26.13,25.88,26.31,775,-2.50384615385,0
26.0,26.13,25.81,26.38,770,-2.76153846154,0
26.0,26.13,25.81,26.38,770,-2.91153846154,0
26.0,26.13,25.81,26.38,765,-3.09615384615,0
25.94,26.13,25.81,26.38,760,-3.31538461538,0
26.0,26.13,25.81,26.31,760,-3.47307692308,0
26.0,26.13,25.81,26.31,755,-3.66538461538,0
25.94,26.13,25.81,26.38,750,-3.84230769231,0
25.94,26.13,25.81,26.31,755,-3.90769230769,0
25.94,26.13,25.81,26.38,750,-3.95769230769,0
25.94,26.06,25.81,26.38,750,-3.99230769231,0
25.94,26.13,25.81,26.38,755,-3.91923076923,0
25.94,26.06,25.81,26.31,755,-3.78846153846,0
25.94,26.06,25.75,26.31,750,-3.64615384615,0
25.94,26.06,25.75,26.38,755,-3.39615384615,0
25.94,26.06,25.81,26.38,750,-3.23461538462,0
25.94,26.06,25.75,26.38,740,-3.11153846154,0
25.94,26.06,25.75,26.38,730,-3.06923076923,0
25.94,26.06,25.75,26.31,730,-2.96153846154,0
25.94,26.06,25.75,26.31,720,-2.88076923077,0
25.94,26.06,25.81,26.31,715,-2.87307692308,0
25.94,26.06,25.75,26.31,710,-2.84230769231,0
25.88,26.06,25.75,26.31,715,-2.74230769231,0
25.94,26.06,25.75,26.38,715,-2.62692307692,0
25.94,26.0,25.75,26.31,715,-2.55,0
25.94,26.0,25.75,26.31,715,-2.51923076923,0
25.94,26.0,25.75,26.31,715,-2.49230769231,0
25.88,26.0,25.75,26.31,705,-2.51538461538,0
25.88,26.0,25.75,26.38,705,-2.53846153846,0
25.88,26.0,25.75,26.31,705,-2.56538461538,0
25.88,26.0,25.75,26.31,705,-2.55,0
25.88,26.0,25.75,26.31,695,-2.63461538462,0
25.88,26.0,25.75,26.31,690,-2.76923076923,0
25.88,26.0,25.75,26.31,690,-2.80769230769,0
25.88,26.0,25.75,26.31,695,-2.8,0
25.88,25.94,25.75,26.31,690,-2.79615384615,0
25.88,25.94,25.75,26.38,685,-2.74230769231,0
25.81,25.94,25.75,26.31,680,-2.68076923077,0
25.88,25.94,25.75,26.31,685,-2.56538461538,0
25.88,25.94,25.75,26.31,690,-2.30384615385,0
25.88,25.94,25.75,26.31,685,-2.08846153846,0
25.88,25.94,25.75,26.31,685,-1.92307692308,0
25.88,25.94,25.75,26.31,680,-1.86153846154,0
25.88,25.94,25.75,26.31,675,-1.80769230769,0
25.88,25.94,25.75,26.31,680,-1.76538461538,0
25.88,25.94,25.75,26.31,675,-1.78846153846,0
25.88,25.94,25.75,26.31,675,-1.83076923077,0
25.81,25.94,25.75,26.31,675,-1.79615384615,0
25.88,25.88,25.69,26.31,675,-1.73076923077,0
25.81,25.94,25.75,26.31,670,-1.68076923077,0
25.81,25.88,25.69,26.31,655,-1.73461538462,0
25.88,25.88,25.69,26.31,655,-1.74230769231,0
25.81,25.88,25.69,26.38,650,-1.85,0
25.88,25.94,25.69,26.38,650,-1.91538461538,0
25.81,25.88,25.75,26.31,640,-2.03076923077,0
25.81,25.88,25.69,26.38,640,-2.09615384615,0
25.88,25.88,25.69,26.31,640,-2.21153846154,0
25.81,25.88,25.75,26.31,635,-2.38076923077,0
25.81,25.88,25.69,26.38,625,-2.6,0
25.81,25.88,25.69,26.31,630,-2.67307692308,0
25.81,25.88,25.69,26.38,625,-2.79230769231,0
25.81,25.88,25.69,26.31,620,-2.95769230769,0
25.88,25.88,25.69,26.31,615,-3.16923076923,0
25.81,25.88,25.69,26.31,610,-3.32692307692,0
25.81,25.88,25.69,26.31,600,-3.46923076923,0
25.81,25.88,25.69,26.31,600,-3.59230769231,0
25.81,25.88,25.69,26.31,595,-3.69615384615,0
25.81,25.88,25.69,26.38,600,-3.73461538462,0
25.81,25.88,25.69,26.31,600,-3.76153846154,0
25.81,25.88,25.69,26.31,600,-3.68076923077,0
25.81,25.88,25.69,26.25,595,-3.63461538462,1
25.81,25.88,25.69,26.31,595,-3.52692307692,1
25.81,25.88,25.69,26.31,595,-3.35769230769,1
25.88,25.88,25.69,26.31,590,-3.17307692308,1
25.88,25.88,25.69,26.31,590,-2.97307692308,1
25.88,25.88,25.69,26.31,595,-2.81538461538,1
25.88,25.88,25.69,26.25,585,-2.70384615385,1
25.88,25.88,25.69,26.31,590,-2.54230769231,1
25.88,25.88,25.63,26.31,595,-2.28846153846,1
25.88,25.88,25.69,26.25,595,-2.09230769231,1
25.88,25.88,25.63,26.31,590,-1.90769230769,1
25.88,25.88,25.63,26.25,580,-1.77692307692,1
25.88,25.88,25.63,26.38,580,-1.65,1
25.94,25.88,25.63,26.31,580,-1.58076923077,1
25.94,25.88,25.63,26.31,580,-1.42692307692,1
25.94,25.88,25.63,26.31,580,-1.28461538462,1
25.88,25.88,25.63,26.31,580,-1.15769230769,1
25.94,25.88,25.63,26.31,575,-1.09615384615,1
25.94,25.88,25.63,26.38,575,-1.05384615385,1
25.88,25.81,25.56,26.31,570,-1.13076923077,1
25.94,25.81,25.63,26.31,570,-1.18461538462,1
25.94,25.81,25.63,26.38,570,-1.26538461538,1
25.94,25.88,25.63,26.31,570,-1.27692307692,1
25.94,25.88,25.63,26.31,575,-1.21923076923,1
25.94,25.88,25.63,26.31,570,-1.18846153846,1
25.94,25.81,25.63,26.31,575,-1.13846153846,1
25.94,25.81,25.63,26.31,575,-1.07307692308,1
25.94,25.81,25.63,26.25,575,-0.992307692308,1
25.94,25.81,25.63,26.31,575,-0.946153846154,1
26.0,25.81,25.63,26.31,575,-0.888461538462,1
25.94,25.81,25.63,26.31,565,-0.861538461538,1
25.94,25.81,25.63,26.31,570,-0.865384615385,1
25.94,25.81,25.63,26.31,575,-0.761538461538,1
